geo_code,geo_name,avg_disposable_income,avg_pretax_income,avg_wage_income,avg_entrepreneurial_income,avg_public_transfer_income,avg_unemployment_benefits,avg_cash_benefits,avg_educational_grants,avg_child_benefits,avg_public_pension,avg_disability_oldage_pension,avg_private_pension,avg_capital_income,avg_interest_received,avg_income_tax,avg_taxable_income,entrepreneurial_income_recipients_per1000,unemployment_benefit_recipients_per1000,cash_benefit_recipients_per1000,educational_grant_recipients_per1000,child_benefit_recipients_per1000,disability_oldage_pension_recipients_per1000,public_servants_pension_recipients_per1000,private_pension_recipients_per1000,capital_income_recipients_per1000,land_tax_homeowner_recipients_per1000
607,Fredericia,268774,389279,253278,12215,76466,3442,2800,2502,3782,50126,48658,27703,16897,2463,107466,285814,56.104935324740275,45.62504262429243,41.41944577053354,58.62829343699561,235.78621928209327,309.736525040351,48.73945759167064,168.8376639614449,974.8573507013117,432.7218168178408
665,Lemvig,273175,396357,215239,36333,81428,2242,958,1136,3126,60970,58583,31429,28642,2448,108960,282689,115.77703123055868,34.83887022520841,18.912529550827422,40.00248849073037,202.9986313300983,376.1975861639915,39.442578076396664,226.76371780515117,951.2255816847082,543.3619509767326
370,Næstved,264921,379740,245131,15175,74018,2939,2408,2635,3665,49918,48516,28105,13336,2280,101826,276994,74.1912454330389,44.20678359953526,34.75789856796898,63.18854375183729,233.61843302490306,310.3433794812212,53.473690104567666,172.29166958298921,967.4678387950222,486.27461959488784
155,Dragør,375847,529447,348427,27764,58846,1919,729,1006,4251,43997,42995,48771,41635,4797,167964,372730,91.70455520288239,28.480741185553743,16.213433988161622,43.83632152354809,300.420348288582,313.6312945011581,70.34399931371708,209.23050527579994,986.0169855022733,627.7773011924166
746,Skanderborg,307806,443141,303461,21297,61984,2515,944,1351,5029,40753,39200,27415,25350,3331,127181,310247,86.9875980373218,37.785419000888616,20.12904222848974,51.752115288026886,328.5361047791987,262.5082100220222,42.750067611946065,168.89464127033187,977.3210215199165,598.4429934706178
269,Solrød,336771,482312,336154,17096,56623,2298,1000,1687,4610,38602,37779,31804,35493,4109,144796,336775,70.78351243630493,33.44937187831088,20.231068059129207,57.71656324100701,308.76343272286965,261.6416931537259,56.051662378285656,161.99989909691743,983.9564098683214,592.0488370919732
550,Tønder,249158,354448,196795,34088,80917,2144,2108,1188,3414,58271,56147,26821,12953,2206,91428,258849,112.49958676319878,32.496942047671,32.7614136004496,35.10859863135971,210.9491222850342,360.4747264372376,45.42298918972528,198.08919303117457,962.3789216172436,509.0416212106186
223,Hørsholm,452520,669949,377399,41384,61245,2301,975,1265,3581,45769,44891,67563,113313,8467,224569,433362,102.28253572456124,28.675553850580222,17.02311307183274,50.206195454109526,251.46254915124194,335.71497074901697,63.00949458137528,238.65925002397623,982.8809820657908,568.8596911863432
657,Herning,273181,392677,252054,18398,71772,2472,2131,2211,4002,47417,45903,23909,23892,2759,107069,278979,78.0355814110803,40.965974430088615,32.67266454711493,57.93140769803153,256.9708448894,293.58046404653993,34.32320909152405,167.868497598593,972.4413177298247,508.25948724886695
161,Glostrup,280422,400547,288470,9153,63638,3739,2020,3212,3894,38757,37740,22598,13894,2580,110781,297418,44.95224761238062,48.552427621381064,31.701585079253963,76.30381519075955,263.81319065953295,242.86214310715536,42.10210510525526,130.4065203260163,973.8486924346217,353.06765338266916
217,Helsingør,310173,450951,271670,22790,72051,2700,1909,1770,3670,51181,50067,38814,40907,3802,135921,314562,87.63605916829472,35.83589171085683,33.95664712996558,53.51195460042794,238.10587031351756,332.6076844357614,57.45650758210066,194.976276862964,976.2024374360406,463.4663689645548
410,Middelfart,285877,415538,261953,18734,72160,2452,1480,1332,3742,50355,48890,31133,27550,3121,117087,295752,87.45786766010289,40.210513866713974,24.185441428655903,42.72367098338359,242.00224705812784,321.654544379398,52.3919342439832,191.7095381704216,971.6161078587902,527.3194961859144
573,Varde,268401,386691,237621,26584,74219,2302,1738,1183,3791,52845,51205,26876,18204,2699,103663,280353,102.51719596077858,36.977413532367436,26.245182691838625,37.02619639982438,243.28016000780525,331.69910727352556,44.66071515683692,190.6922288892141,963.6323723108444,553.8075028050149
730,Randers,256955,370541,239689,12578,77736,3402,3473,2517,3901,49658,48173,22964,14671,2330,100688,269996,64.86337620039754,50.75795674976651,47.20166678640707,63.33069904447159,246.78497018463972,300.32090427952204,36.077783365663244,161.9488947960821,960.2102641473285,476.7583878152166
580,Aabenraa,259641,368931,223035,22050,76343,2502,1233,1598,3552,53951,52274,29329,15522,2260,96421,270763,81.40753065877858,36.66728292352253,25.06111213820587,45.171627534356325,223.37256835315628,339.16723156878453,51.00552576980752,191.28612805817465,968.0778948665803,486.1650335859987
175,Rødovre,282144,403089,289563,11019,62981,3581,2400,3073,4299,38337,37340,23191,13713,2764,115020,297965,48.491108567600016,47.68152759554451,45.950699310460344,74.6210323553223,281.8737612015299,241.19929650205188,44.88986907121521,132.18503112699253,974.3446581614137,375.1151559141286
420,Assens,252783,365357,226683,16069,80533,3031,1908,1306,3688,55809,54134,25211,13989,2161,98946,268249,90.27900666548693,45.567156255529994,31.380876541025184,40.789240842328795,236.41833303840028,340.8541261133723,40.376334572052144,181.1478794313691,955.6420692502802,539.9339349967557
157,Gentofte,570329,841834,453270,88969,51514,2681,1053,2494,3647,35920,35135,56119,175336,11407,290466,509631,121.51226988809597,33.19214859007532,16.381825073751173,73.0589844586911,262.7849102625377,259.47228768726205,49.83766501310216,186.42978393790068,980.0253802923678,542.775681065313
810,Brønderslev,255600,369297,232995,21274,76888,3031,1713,1651,4048,52595,50728,24029,11051,2245,98183,264874,91.74889080193364,48.904046089662934,28.872260115224158,46.619429176875705,260.18144493742136,320.2105820806569,37.9445069862923,174.6904178531223,952.6190318521952,530.9582146877691
741,Samsø,248849,350457,166266,25690,92435,2741,1136,719,2690,71349,68906,38992,23331,3293,97678,265174,183.0721003134796,44.20062695924764,22.88401253918495,17.241379310344826,167.39811912225704,447.33542319749216,65.2037617554859,264.8902821316614,954.5454545454546,589.9686520376175
727,Odder,277813,394344,245445,19632,73501,2689,1499,1386,3997,50556,48936,32446,20182,3366,109241,284250,88.47870792997944,40.67813612880574,25.530420825600643,44.84124993730251,255.9061042283192,326.0269850027587,50.55926167427396,206.29984451020715,972.6137332597683,560.5156242162814
185,Tårnby,299878,416237,298449,11602,61667,2650,1572,2209,4536,40389,39262,27602,13773,2922,116399,308168,49.507735583684955,39.634317862165965,26.441631504922647,62.447257383966246,297.01828410689166,257.74964838255977,54.88045007032349,153.69901547116737,979.71870604782,458.7341772151899
630,Vejle,291272,418847,280820,16572,67425,2993,2134,2134,4151,43336,41913,24938,25860,3142,113088,297837,78.88659048460626,43.670797099993976,35.225834956720824,58.843612555981764,268.9735504990661,271.59440081939226,36.82244492197698,157.58239109915047,975.3178157572349,480.52939168156166
430,Faaborg-Midtfyn,254250,363338,224099,15398,79633,2756,1494,1394,3719,56434,54596,27411,13517,2422,97661,267426,94.34696962755967,43.90947821705071,28.35677310000458,42.16867469879518,242.86499610609738,346.92381694076687,44.665353428924824,189.7017728709515,964.4051491135646,549.4754684135783
259,Køge,291848,416634,283494,15673,66504,2597,1411,1995,4011,44439,43363,26869,18949,3075,116666,299661,66.50052717339213,38.28237323876162,26.473689255247773,57.816543659541836,263.4141665867919,281.6256110418863,44.685133710342186,159.20636442058853,975.270775424135,474.45605290903865
230,Rudersdal,538360,792373,415369,49770,56303,2127,789,2392,4012,40143,39362,60595,202077,8775,266042,462371,101.91953150417525,28.283266457000323,16.332285001626722,68.7127209630192,280.0997722589741,291.96399522828324,56.783429129161696,207.1141958572823,981.3903047391823,583.7978527274698
187,Vallensbæk,298557,428129,307018,12059,54044,3539,1124,2454,4668,33902,32989,30164,22275,3460,125711,309697,55.54764278592793,47.429141147984616,22.71756160091155,70.71642216208518,320.82324455205816,234.7243982338698,48.14129041447087,147.1300384560604,975.5020652328728,527.5601766130181
779,Skive,258877,371221,219964,22661,81827,2273,1833,1400,3409,58549,56364,27788,16556,2335,98086,270718,92.84389080307449,41.8764908560827,28.253379273787434,43.99681950702359,215.37238271932148,352.90219984097536,43.122183938510474,198.51576994434137,948.4495096739994,520.752716671084
190,Furesø,371605,538352,362287,24060,57906,2525,1033,1430,4565,39867,38787,45896,42968,4851,170807,384298,74.15517547493639,33.37870627922116,18.612771497899036,55.86790554536309,308.84180623779366,281.52926555009765,63.41362372018701,190.4480085222229,978.3689412321714,560.3657453985916
450,Nyborg,256450,366493,220180,14540,83751,3057,2279,1982,3513,58354,56816,31964,13064,2487,100541,272453,75.57034220532319,45.33489324363849,33.7818075460661,53.122257970166714,224.95612752266743,357.26820707809304,64.05381690552792,190.99151798771572,973.8958759871308,479.8186604270254
561,Esbjerg,274660,395455,251442,17537,75176,2634,2216,2891,3798,50368,48810,26458,21974,2856,109470,284843,66.58102519112671,42.73718511091616,34.81012658227848,67.94919998328946,239.4723649580148,310.5965659857125,40.99302335296821,174.21773822951917,972.876718051552,469.83749007812173
621,Kolding,275204,399526,265668,16610,69592,3109,1940,2941,4074,44228,42821,23773,20932,2846,111036,287863,73.125,45.06377551020408,31.033163265306122,70.53571428571429,257.88265306122446,275.19132653061223,34.5280612244898,156.4030612244898,975.9183673469388,468.265306122449
390,Vordingborg,253932,366110,213162,18185,83793,2821,2632,1561,3076,61581,59773,33272,13314,2286,100539,269696,92.76251353162534,41.6258570029383,38.378266920975314,42.656837981339244,190.8861281509356,379.7618433939894,66.6271457291613,200.96396721480488,935.6925614722409,505.7992680035054
340,Sorø,276440,400279,256764,20217,73445,2519,1862,1658,3940,50450,49037,29431,15908,2608,111329,290763,87.95643316094656,40.27581883717286,30.08932769158439,45.525779658360754,249.41231781852375,313.5872120357311,50.34477354646607,181.3587212035731,972.5356527190096,513.1640808650682
250,Frederikssund,284504,411179,272885,14172,69414,2292,1788,1387,3551,50081,48749,32168,18989,3216,119275,301313,76.61341049188577,33.38784752799094,28.20480563592905,45.7919235123915,230.4944018115486,321.1473141275632,53.742609133224306,192.52736193231854,974.0093093470878,544.8987293999246
851,Aalborg,266935,382866,250846,13408,70790,3891,3137,8299,3466,39949,38593,23130,21476,2431,104464,273519,60.22972915695333,59.170092824142756,46.71936591361845,145.11719577840884,225.2098079938965,246.67274191497478,37.19323528165134,142.97143220446742,961.6782520239054,407.4619590556521
846,Mariagerfjord,262216,377188,230925,21752,78430,3007,2813,1356,3554,54887,52906,25931,17334,2522,101741,272243,97.33200171208446,47.71008703096019,37.8941361107148,41.74632615209017,229.73320017120844,335.65415893850763,39.406477386217716,184.79098302182908,930.8603224425739,526.9225281780567
147,Frederiksberg,344810,507786,346777,26699,56598,3985,1698,7345,3168,33182,32494,32048,40005,4711,149657,360398,76.71366508240793,56.94256967524586,26.52026452205674,138.42035413287357,217.8904025680872,219.39904037024013,44.87346725802244,137.22932428906861,976.5196973649882,303.2135119499995
167,Hvidovre,284383,405235,287115,11532,65390,3212,1880,3463,4536,40649,39651,23284,14955,2609,116165,298651,49.56586339787343,44.15656776709848,32.827227561870274,81.30194548915819,294.9342991131541,253.5636346752101,46.89603937410038,136.97358035009518,977.5502623392301,392.371268050332
151,Ballerup,285035,411948,286287,10111,68421,2817,1815,3209,4193,44180,43166,26687,17433,2936,119220,305123,46.45230740428718,42.63783581390995,30.351961059627445,77.38931011888046,273.61228119442103,276.2566694748666,50.383787325657586,146.65824206683516,972.620050547599,345.9234297481981
482,Langeland,229128,324053,157063,16951,101555,2386,2197,886,2372,77416,75289,32863,12516,2617,87152,249624,112.28235294117647,32.56470588235294,29.929411764705883,24.941176470588236,151.43529411764706,471.3411764705882,56.0,239.52941176470588,964.0470588235294,532.0470588235295
376,Guldborgsund,246113,352418,201474,16966,87481,2620,3267,2091,3225,62564,60928,30367,11504,2448,94254,262877,81.66912125675012,38.40942562592047,44.261168384879724,49.150711831124205,201.39420716740307,379.69563082965146,56.25920471281296,197.46686303387335,963.5738831615121,508.25724104074624
240,Egedal,319596,461053,335473,15321,53147,2165,945,1408,4605,36005,34904,30135,23642,3797,136965,330953,69.83553621760666,31.278220178967246,18.854500177872644,53.60807815450291,318.9119667241332,241.55104944859482,51.665161590455085,152.83364803108668,981.6654352406754,619.0241633144515
260,Halsnæs,268127,381754,233840,15041,78539,2256,1515,1113,3234,57476,55891,34394,16423,2918,107546,282143,73.68031116873496,34.11742915354695,27.96814224856455,36.932765326912396,212.70605667716245,363.36358584923136,60.677903315428786,214.44711983700685,969.5499166512317,541.692906093721
791,Viborg,268000,386991,244363,19809,73210,3083,1830,2075,3964,49627,48051,27465,19217,2681,105093,278376,88.57001484413657,45.064324591786246,31.370608609599206,55.23255813953489,251.19990103908958,307.3354774863929,47.142503711034145,176.41019297377537,967.095497278575,510.11875309252844
615,Horsens,271024,390800,262018,14004,71528,3279,1790,2647,4215,44741,43415,22713,17612,2620,107158,283244,63.971964377677004,46.236167460088176,32.70822604348536,65.21547988393856,271.90282993983396,275.3067966286913,34.36624671850075,153.71861379422958,977.0640473289538,468.7299812844636
183,Ishøj,248266,351224,244041,8428,69293,5710,2317,3192,4346,39686,38831,19386,7570,1827,93111,262702,43.738298314957355,65.94549615144581,39.16163927605575,79.51945080091532,279.4362388183899,244.59122113584357,35.88516746411483,115.40461826503017,960.1622633659247,332.5878926565425
787,Thisted,252934,362541,211042,24670,79890,2756,1835,1559,3666,57437,55391,26919,16953,2416,96549,265037,120.05590496156533,51.87980433263452,27.98043326345213,45.9538784067086,229.04262753319358,352.1453529000699,37.67994409503844,206.28930817610063,956.8693221523409,545.4926624737946
210,Fredensborg,344577,500960,301658,25501,64216,2546,1189,1651,4186,45611,44516,43670,61477,4672,154075,335567,86.51577383553263,35.13064755745871,22.66305456028431,55.23027178187538,275.7144105566722,308.2524978880829,55.23027178187538,195.6946022313496,974.94829444493,508.4039733170206
165,Albertslund,248808,356358,239415,8958,71441,3600,2081,4241,4207,43891,43137,25952,8216,2073,97275,268802,42.29327453142227,51.42227122381477,38.235942668136715,99.53693495038588,262.35942668136715,276.0308710033076,49.34950385887541,140.72767364939358,964.9393605292172,320.26460859977954
671,Struer,254689,364496,208951,19542,82523,2460,1905,1326,3261,60815,58662,30483,19974,2435,96540,266868,91.83199907181807,38.75159531268128,31.84824225548207,40.201879568395405,206.5204780136907,377.2479405963569,47.39528947673744,222.35758208608888,948.6599373477202,537.069265576053
860,Hjørring,255917,368972,218324,18706,82068,3122,1369,1816,3575,56521,54689,28601,17623,2524,99527,266427,92.86222255492757,48.80787513568141,25.695250215218778,48.995021896170975,224.46382453119736,345.79106935658945,47.198412995471045,190.55283153048623,953.0448777931654,522.962907512071
530,Billund,286776,411187,262330,19975,72411,2200,1475,1158,3826,50791,49486,23181,29858,3165,110209,289484,92.75662065554606,35.74479564767771,27.47178634054224,37.99289600287757,256.2834404927836,313.6549615574839,26.932242255294277,180.61238253675643,969.6056831976979,513.5560451418552
265,Roskilde,323534,467344,312581,19929,61163,2514,1156,3708,3856,40743,39707,34206,33989,3847,139150,330194,71.7838436877449,36.00406348536222,22.4811008351254,85.9664630526274,260.3269258677784,268.79691808382915,53.37942134912991,168.51590432339012,979.9596290090636,506.7878675937042
163,Herlev,291266,411839,285074,10402,65292,2943,1914,3359,4289,41078,39978,25297,23152,2700,113699,300132,46.59425848911859,43.364153914482976,29.27282270763516,82.20616142447612,281.78624782977346,257.6815924415553,44.010174829410104,144.34529817902856,973.7957766382686,327.3307223321355
575,Vejen,361047,548986,246390,23445,71354,2153,1740,1283,3978,49854,48299,22945,182258,6037,171312,282990,98.85606966023562,39.041602640714814,30.077969381367023,39.610722212736896,253.2297535712253,306.6700813840988,28.939730237322863,172.24403847248306,971.3448295486882,519.5208013203574
461,Odense,257928,365777,238675,11620,73527,4042,2714,8394,3585,42236,41088,22336,16463,2523,99492,267286,54.07452545973313,60.162536804278126,40.18429190562159,153.10010194144346,228.41147894823766,257.1373248059411,37.0349277582564,137.57538826021835,974.4918589221543,380.53772687666225
756,Ikast-Brande,265794,380735,244087,19288,71579,2909,1688,1288,4071,47586,46037,21189,22086,2702,101728,270905,83.90055376095985,44.87771112136595,29.90886017535764,43.66635902168897,267.4780802953392,296.72358098754034,28.466774342408858,160.6195200738348,967.7838024919243,518.6317489616981
706,Syddjurs,271971,390405,235420,20658,76306,2947,1493,1285,3786,53953,52055,32265,22381,3152,109045,279007,110.12588943623426,41.1056376573618,23.645320197044338,39.10782703886152,247.81061850027368,344.58128078817737,50.46524356869185,206.86918445539135,968.4455391351943,588.1226053639847
350,Lejre,305283,438869,291071,22751,62625,2522,1078,1299,4231,44531,43303,34562,23423,3230,126617,315903,98.53545201842094,34.85043355598888,22.113429863502468,47.836368916732354,282.2055345807576,294.11276604572043,54.22561506866365,188.35829564784467,977.3887067999833,625.7312367755052
492,Ærø,235120,328729,158467,20127,89808,1612,842,1972,2404,71268,68506,37850,18720,3042,87571,252597,151.64492894685614,24.72260073973136,15.962624099669066,41.26922328207125,149.5036013237298,445.2014794627214,58.39984426708195,261.24197002141324,869.5736811368503,610.6677048861203
253,Greve,306548,431772,300083,12925,62472,2815,1213,1858,4305,42132,41259,31182,21769,3556,123254,311859,59.288172390696815,39.563942074508624,23.281058733861467,58.98792064115296,287.6873686398595,280.5275192276601,49.37986465574982,165.92373605561585,977.5735039379172,518.4885788853732
840,Rebild,291879,421746,279609,30005,65178,2667,1194,1273,4601,44430,42638,25388,18325,2573,115649,297819,103.16979608318191,44.457904300423984,21.92610539067232,42.47930547143146,305.02725620835855,278.82091661619216,34.44377145164547,172.38037552998185,948.1930143347465,601.6959418534221
316,Holbæk,277859,400079,261794,17283,71199,2381,1819,2053,3824,48770,47363,29799,15856,2441,110054,290909,78.17118622285054,37.6236987533736,31.101400848220024,55.278884462151396,242.61020434391466,304.87726513301635,54.09009124791158,174.54376044210258,968.1435548130061,493.2206657242
400,Bornholm,242923,343939,182840,20316,90566,2328,1136,1002,3186,69228,67382,32740,14117,2632,93453,260343,101.41424991049051,36.81823606635637,22.49671798543979,31.179138321995463,196.71201814058955,419.3519513068385,60.92612483589927,218.88053467000833,973.6543740303139,570.1456021004893
320,Faxe,262570,377934,245699,15899,73540,2728,1867,1394,3562,50885,49447,26451,11823,2359,101903,274220,82.45740641962914,41.10319726397038,30.27830943490948,41.981738884879675,231.27608170437074,315.89846568981204,45.46452888205579,175.80245364124124,963.1640048947319,515.1391547174547
101,Copenhagen,295836,434374,320396,16655,51248,4805,2090,8916,3310,23589,22988,15325,25491,3082,119255,310633,66.71501487166304,70.11713729666214,34.86395182315573,161.57602908236333,223.66063232108104,146.87327874270187,25.522344214739473,77.62090111262073,966.9793999926559,227.31245180479564
326,Kalundborg,272926,393184,242688,14804,81586,2049,2340,1486,3380,59316,57797,28945,20694,2372,106578,289513,82.14303244490256,32.592156285279536,36.32258381190791,43.390762283414325,209.7138369410494,362.29323123742205,45.45231433760369,193.41775879840966,969.4939380552692,507.90261620772594
306,Odsherred,250261,357018,191867,18507,90664,2036,1942,1015,2737,69608,67844,37450,14287,2526,99170,267358,96.23490241915489,30.496227818510253,33.04643502284561,30.389969184996282,171.89104948110366,431.9767647788049,70.66199128679206,234.33570644281514,965.8909786420147,549.7821698012964
219,Hillerød,320229,460597,318169,22431,58516,2402,1624,2748,3994,38155,37233,32390,25366,3495,134813,326198,78.23895443495329,34.01208823070232,28.39173004438299,73.73374668242747,271.15997948123197,253.1168454624529,48.37522581796284,164.5515980105716,974.9537212569975,496.4426701161987
766,Hedensted,276539,400421,266294,16690,67445,2287,1465,1116,3985,45312,43546,22889,23818,2887,108950,285337,95.30049136953508,37.89845029608165,27.088320524127504,38.427617487715764,261.3833942295578,282.57528033261934,30.38931586241653,167.46881693335013,977.0190248204611,558.5737684263576
336,Stevns,277295,396882,250225,21398,73376,2638,1793,1121,3517,52927,51430,30771,16610,2980,110626,288879,97.18451483157365,38.51181498240322,28.205128205128204,34.942182001005534,234.89190548014076,335.84715937657114,55.505279034690794,191.45299145299145,969.3815987933635,579.4369029663147
740,Silkeborg,289539,419589,274883,20227,68920,3058,1587,2008,4340,44458,42790,26112,26326,3217,118042,294254,82.35180186178262,45.62456875158881,29.560943722838918,56.83400113789054,281.4947523877543,276.9674006464187,39.28143422629496,165.67202120834293,977.605345664516,511.6149572080524
479,Svendborg,263984,373979,221548,16271,81003,3250,2562,2855,3835,54948,52997,30881,20638,3150,103034,272246,85.90365534726797,46.814797069333814,39.9872232536783,67.4971551775768,239.9033758559422,341.17905412149884,51.6659679383522,196.16298337026612,960.0726677447046,498.1932882154479
159,Gladsaxe,310421,441471,317440,14057,59692,3102,1826,4123,4354,36835,35838,24921,22232,3220,126149,321986,58.122495100549095,43.32703614117481,27.790038665936898,91.26220448807359,290.0651494553223,231.74844188633273,41.278977383075265,133.45927717650383,973.6400713289429,390.4376842811491
707,Norddjurs,249494,356962,210227,19736,85267,2703,2130,1929,3222,61131,59104,26058,12756,2250,95038,263347,96.29795683084609,41.72804714020368,31.960545699096905,44.0978671619804,202.36341510279897,366.58553769294815,38.845833600204955,201.4026772561327,965.5415358995709,516.1403958239929
751,Aarhus,281588,399725,258926,18611,67143,4194,2175,11012,3419,34253,33267,22973,28764,3002,111135,282389,62.19272528109798,62.869293469506104,36.72154386417088,193.0377911659525,218.16746673539743,213.32517155836206,35.20409807016979,124.27268919746126,973.6138406520829,345.3977254421856
710,Favrskov,285147,411277,285639,17882,62243,2750,1068,1318,4619,41375,39868,24014,18527,2943,114633,294642,89.23030348898813,41.70135472640581,22.70491182925906,47.55417644239259,307.8786044047529,262.8976513030097,37.690153636570045,161.00305254925703,971.517949494185,598.60238653851
169,Høje-Taastrup,269751,382046,274169,9838,61598,4416,2094,2961,4156,36912,36016,22836,11206,2483,103359,281530,49.5613754242172,57.03186698256174,33.38242513500246,74.44878444430215,282.811466137329,236.5157627371881,42.70986745213549,123.24176645108963,969.2856075644063,423.3847730037779
813,Frederikshavn,258890,370847,211991,14267,86666,3827,2231,1503,3205,61943,59968,31435,22829,2394,101229,267459,76.28711770532232,51.50492207555942,33.65608134058337,41.337349154049846,203.8972327222009,378.9492834185684,60.52030482504902,199.6321076994603,948.2525115724364,498.45363950597323
661,Holstebro,269279,385396,239767,26265,72628,2089,1772,2588,4081,48060,46303,25877,18069,2519,103132,273629,88.14352574102963,37.68782330240578,31.406519418671486,64.86575252483784,253.65383036374084,297.7050660973807,39.227358568026936,178.79136218080302,964.1390918794647,520.1165941374497
