"id","country","variable","coarse_level","coarse_stat","fine_level","fine_stat","diff_type","notes","coarse_significant_p05","fine_significant_p05"
"","Netherlands","GeboorteRelatief_25 vs BouwjaarVoor2000_45","gemeente(n=213)","corr=-0.392","wijk(n=1771)","corr=-0.294","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs BouwjaarVanaf2000_46","gemeente(n=213)","corr=0.392","wijk(n=1771)","corr=0.294","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs GemiddeldElektriciteitsverbruikTotaal_47","gemeente(n=213)","corr=-0.152","wijk(n=1776)","corr=-0.186","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs GemiddeldAardgasverbruikTotaal_55","gemeente(n=213)","corr=-0.448","wijk(n=1768)","corr=-0.271","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs AantalInkomensontvangers_64","gemeente(n=213)","corr=0.321","wijk(n=1806)","corr=0.084","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs GemiddeldInkomenPerInkomensontvanger_65","gemeente(n=213)","corr=0.001","wijk(n=1713)","corr=-0.079","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs GemiddeldInkomenPerInwoner_66","gemeente(n=213)","corr=-0.088","wijk(n=1729)","corr=-0.154","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs k_40PersonenMetLaagsteInkomen_67","gemeente(n=213)","corr=-0.129","wijk(n=1714)","corr=-0.059","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs k_20PersonenMetHoogsteInkomen_68","gemeente(n=213)","corr=0.093","wijk(n=1714)","corr=-0.021","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","GeboorteRelatief_25 vs Actieven1575Jaar_69","gemeente(n=213)","corr=0.396","wijk(n=1713)","corr=0.306","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs HuishoudensMetEenLaagInkomen_72","gemeente(n=213)","corr=0.101","wijk(n=1655)","corr=0.218","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs PersonenautoSPerHuishouden_91","gemeente(n=212)","corr=-0.148","wijk(n=1685)","corr=-0.237","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs AfstandTotHuisartsenpraktijk_94","gemeente(n=213)","corr=-0.301","wijk(n=1800)","corr=-0.064","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs AfstandTotGroteSupermarkt_95","gemeente(n=213)","corr=-0.299","wijk(n=1800)","corr=-0.09","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs AfstandTotSchool_97","gemeente(n=213)","corr=-0.351","wijk(n=1786)","corr=-0.063","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs Mannen_6","gemeente(n=213)","corr=-0.024","wijk(n=1806)","corr=-0.09","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs Vrouwen_7","gemeente(n=213)","corr=0.024","wijk(n=1806)","corr=-0.016","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","GeboorteRelatief_25 vs k_0Tot15Jaar_8","gemeente(n=213)","corr=0.596","wijk(n=1806)","corr=0.246","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs k_15Tot25Jaar_9","gemeente(n=213)","corr=0.262","wijk(n=1806)","corr=-0.063","reversed","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs k_25Tot45Jaar_10","gemeente(n=213)","corr=0.658","wijk(n=1806)","corr=0.408","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs k_45Tot65Jaar_11","gemeente(n=213)","corr=-0.625","wijk(n=1806)","corr=-0.292","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs k_65JaarOfOuder_12","gemeente(n=213)","corr=-0.655","wijk(n=1806)","corr=-0.266","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs Ongehuwd_13","gemeente(n=213)","corr=0.405","wijk(n=1806)","corr=0.243","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs Gehuwd_14","gemeente(n=213)","corr=-0.23","wijk(n=1806)","corr=-0.169","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs Gescheiden_15","gemeente(n=213)","corr=-0.121","wijk(n=1806)","corr=0.053","reversed","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs Verweduwd_16","gemeente(n=213)","corr=-0.612","wijk(n=1806)","corr=-0.148","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs WestersTotaal_17","gemeente(n=213)","corr=-0.082","wijk(n=1806)","corr=0.032","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","GeboorteRelatief_25 vs NietWestersTotaal_18","gemeente(n=213)","corr=0.393","wijk(n=1806)","corr=0.197","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs GeboorteTotaal_24","gemeente(n=213)","corr=0.981","wijk(n=1806)","corr=0.745","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs SterfteTotaal_26","gemeente(n=213)","corr=-0.513","wijk(n=1806)","corr=-0.084","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs HuishoudensTotaal_28","gemeente(n=213)","corr=-0.118","wijk(n=1806)","corr=0.012","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","GeboorteRelatief_25 vs Eenpersoonshuishoudens_29","gemeente(n=213)","corr=0.03","wijk(n=1806)","corr=0.056","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","GeboorteRelatief_25 vs HuishoudensZonderKinderen_30","gemeente(n=213)","corr=-0.638","wijk(n=1806)","corr=-0.09","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","GeboorteRelatief_25 vs HuishoudensMetKinderen_31","gemeente(n=213)","corr=0.34","wijk(n=1806)","corr=0.002","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","no"
"","Netherlands","GeboorteRelatief_25 vs Woningvoorraad_34","gemeente(n=213)","corr=-0.275","wijk(n=1806)","corr=-0.035","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","no"
"","Netherlands","SterfteRelatief_27 vs GemiddeldeHuishoudensgrootte_32","gemeente(n=213)","corr=-0.302","wijk(n=1805)","corr=-0.238","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs Bevolkingsdichtheid_33","gemeente(n=213)","corr=-0.107","wijk(n=1801)","corr=-0.047","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs GemiddeldeWOZWaardeVanWoningen_35","gemeente(n=209)","corr=0.069","wijk(n=1669)","corr=-0.043","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","SterfteRelatief_27 vs PercentageEengezinswoning_36","gemeente(n=213)","corr=0.034","wijk(n=1771)","corr=-0.174","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs PercentageMeergezinswoning_37","gemeente(n=213)","corr=-0.034","wijk(n=1771)","corr=0.174","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs PercentageBewoond_38","gemeente(n=213)","corr=-0.373","wijk(n=1771)","corr=-0.096","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs PercentageOnbewoond_39","gemeente(n=213)","corr=0.373","wijk(n=1771)","corr=0.096","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs Koopwoningen_40","gemeente(n=213)","corr=-0.102","wijk(n=1770)","corr=-0.23","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs HuurwoningenTotaal_41","gemeente(n=213)","corr=0.076","wijk(n=1770)","corr=0.206","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs BouwjaarVoor2000_45","gemeente(n=213)","corr=0.48","wijk(n=1771)","corr=0.132","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs BouwjaarVanaf2000_46","gemeente(n=213)","corr=-0.48","wijk(n=1771)","corr=-0.132","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs GemiddeldElektriciteitsverbruikTotaal_47","gemeente(n=213)","corr=-0.042","wijk(n=1776)","corr=-0.172","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs GemiddeldAardgasverbruikTotaal_55","gemeente(n=213)","corr=0.431","wijk(n=1768)","corr=-0.027","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","no"
"","Netherlands","SterfteRelatief_27 vs AantalInkomensontvangers_64","gemeente(n=213)","corr=-0.188","wijk(n=1806)","corr=0.042","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","no"
"","Netherlands","SterfteRelatief_27 vs GemiddeldInkomenPerInkomensontvanger_65","gemeente(n=213)","corr=0.077","wijk(n=1713)","corr=-0.014","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","SterfteRelatief_27 vs GemiddeldInkomenPerInwoner_66","gemeente(n=213)","corr=0.123","wijk(n=1729)","corr=0.028","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","no"
"","Netherlands","SterfteRelatief_27 vs k_40PersonenMetLaagsteInkomen_67","gemeente(n=213)","corr=0.214","wijk(n=1714)","corr=0.113","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs k_20PersonenMetHoogsteInkomen_68","gemeente(n=213)","corr=-0.14","wijk(n=1714)","corr=-0.122","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs Actieven1575Jaar_69","gemeente(n=213)","corr=-0.599","wijk(n=1713)","corr=-0.331","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs HuishoudensMetEenLaagInkomen_72","gemeente(n=213)","corr=0.169","wijk(n=1655)","corr=0.096","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs PersonenautoSPerHuishouden_91","gemeente(n=212)","corr=-0.041","wijk(n=1685)","corr=-0.123","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs AfstandTotHuisartsenpraktijk_94","gemeente(n=213)","corr=0.07","wijk(n=1800)","corr=-0.142","reversed","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs AfstandTotGroteSupermarkt_95","gemeente(n=213)","corr=0.088","wijk(n=1800)","corr=-0.161","reversed","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","no","yes"
"","Netherlands","SterfteRelatief_27 vs AfstandTotSchool_97","gemeente(n=213)","corr=0.134","wijk(n=1786)","corr=-0.096","reversed","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs Mannen_6","gemeente(n=213)","corr=-0.277","wijk(n=1806)","corr=-0.169","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs Vrouwen_7","gemeente(n=213)","corr=0.277","wijk(n=1806)","corr=0.216","similar","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs k_0Tot15Jaar_8","gemeente(n=213)","corr=-0.461","wijk(n=1806)","corr=-0.189","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
"","Netherlands","SterfteRelatief_27 vs k_15Tot25Jaar_9","gemeente(n=213)","corr=-0.42","wijk(n=1806)","corr=-0.156","magnitude_change","CBS Kerncijfers wijken en buurten 2024(table 83765NED), OData API, no registration required. gemeente=municipality, wijk=district (finer than gemeente, coarser than buurt/neighbourhood). Counts converted to per-1000-population rate; percentages/medians/averages kept as published.","yes","yes"
