"id","country","variable","coarse_level","coarse_stat","fine_level","fine_stat","diff_type","notes","coarse_significant_p05","fine_significant_p05"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 小学校教員数 per1000pop(E2401_rate)","todofuken(n=47)","corr=-0.424","shikuchoson(n=1740)","corr=0.19","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 小学校児童数 per1000pop(E2501_rate)","todofuken(n=47)","corr=0.047","shikuchoson(n=1740)","corr=0.05","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 中学校数 per1000pop(E3101_rate)","todofuken(n=47)","corr=-0.522","shikuchoson(n=1740)","corr=0.22","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 中学校教員数 per1000pop(E3401_rate)","todofuken(n=47)","corr=-0.485","shikuchoson(n=1740)","corr=0.221","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 中学校生徒数 per1000pop(E3501_rate)","todofuken(n=47)","corr=0.005","shikuchoson(n=1740)","corr=0.023","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 高等学校数 per1000pop(E4101_rate)","todofuken(n=47)","corr=-0.467","shikuchoson(n=1740)","corr=0.219","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 高等学校生徒数 per1000pop(E4501_rate)","todofuken(n=47)","corr=-0.105","shikuchoson(n=1740)","corr=-0.039","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 一般病院数 per1000pop(I510120_rate)","todofuken(n=47)","corr=-0.638","shikuchoson(n=1740)","corr=-0.155","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 一般診療所数 per1000pop(I5102_rate)","todofuken(n=47)","corr=-0.524","shikuchoson(n=1740)","corr=0.151","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（男） per1000pop(A110101_rate) vs 歯科診療所数 per1000pop(I5103_rate)","todofuken(n=47)","corr=-0.143","shikuchoson(n=1740)","corr=0.016","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 日本人人口 per1000pop(A1102_rate)","todofuken(n=47)","corr=0.649","shikuchoson(n=1740)","corr=0.264","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 日本人人口（男） per1000pop(A110201_rate)","todofuken(n=47)","corr=-0.819","shikuchoson(n=1740)","corr=-0.875","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 日本人人口（女） per1000pop(A110202_rate)","todofuken(n=47)","corr=0.959","shikuchoson(n=1740)","corr=0.936","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15歳未満人口 per1000pop(A1301_rate)","todofuken(n=47)","corr=-0.086","shikuchoson(n=1740)","corr=-0.066","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15歳未満人口（男） per1000pop(A130101_rate)","todofuken(n=47)","corr=-0.095","shikuchoson(n=1740)","corr=-0.092","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15歳未満人口（女） per1000pop(A130102_rate)","todofuken(n=47)","corr=-0.083","shikuchoson(n=1740)","corr=-0.038","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15～64歳人口 per1000pop(A1302_rate)","todofuken(n=47)","corr=-0.61","shikuchoson(n=1740)","corr=-0.413","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15～64歳人口（男） per1000pop(A130201_rate)","todofuken(n=47)","corr=-0.804","shikuchoson(n=1740)","corr=-0.768","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 15～64歳人口（女） per1000pop(A130202_rate)","todofuken(n=47)","corr=-0.292","shikuchoson(n=1740)","corr=0.09","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 65歳以上人口 per1000pop(A1303_rate)","todofuken(n=47)","corr=0.577","shikuchoson(n=1740)","corr=0.349","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 65歳以上人口（男） per1000pop(A130301_rate)","todofuken(n=47)","corr=0.433","shikuchoson(n=1740)","corr=0.227","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 65歳以上人口（女） per1000pop(A130302_rate)","todofuken(n=47)","corr=0.655","shikuchoson(n=1740)","corr=0.427","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 出生数 per1000pop(A4101_rate)","todofuken(n=47)","corr=-0.093","shikuchoson(n=1740)","corr=-0.448","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 死亡数 per1000pop(A4200_rate)","todofuken(n=47)","corr=0.543","shikuchoson(n=1740)","corr=-0.178","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 転入者数（日本人移動者） per1000pop(A5101_rate)","todofuken(n=47)","corr=-0.253","shikuchoson(n=1740)","corr=-0.561","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 転出者数（日本人移動者） per1000pop(A5102_rate)","todofuken(n=47)","corr=-0.057","shikuchoson(n=1740)","corr=-0.591","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 婚姻件数 per1000pop(A9101_rate)","todofuken(n=47)","corr=-0.361","shikuchoson(n=1740)","corr=-0.547","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 離婚件数 per1000pop(A9201_rate)","todofuken(n=47)","corr=0.175","shikuchoson(n=1740)","corr=-0.406","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 幼稚園数 per1000pop(E1101_rate)","todofuken(n=47)","corr=0.13","shikuchoson(n=1740)","corr=-0.266","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 幼稚園在園者数 per1000pop(E1501_rate)","todofuken(n=47)","corr=-0.184","shikuchoson(n=1740)","corr=-0.136","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 小学校数 per1000pop(E2101_rate)","todofuken(n=47)","corr=0.445","shikuchoson(n=1740)","corr=-0.171","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 小学校教員数 per1000pop(E2401_rate)","todofuken(n=47)","corr=0.411","shikuchoson(n=1740)","corr=-0.19","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 小学校児童数 per1000pop(E2501_rate)","todofuken(n=47)","corr=-0.052","shikuchoson(n=1740)","corr=-0.05","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 中学校数 per1000pop(E3101_rate)","todofuken(n=47)","corr=0.528","shikuchoson(n=1740)","corr=-0.22","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 中学校教員数 per1000pop(E3401_rate)","todofuken(n=47)","corr=0.483","shikuchoson(n=1740)","corr=-0.221","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 中学校生徒数 per1000pop(E3501_rate)","todofuken(n=47)","corr=-0.011","shikuchoson(n=1740)","corr=-0.023","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 高等学校数 per1000pop(E4101_rate)","todofuken(n=47)","corr=0.466","shikuchoson(n=1740)","corr=-0.219","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 高等学校生徒数 per1000pop(E4501_rate)","todofuken(n=47)","corr=0.095","shikuchoson(n=1740)","corr=0.039","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 一般病院数 per1000pop(I510120_rate)","todofuken(n=47)","corr=0.647","shikuchoson(n=1740)","corr=0.155","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 一般診療所数 per1000pop(I5102_rate)","todofuken(n=47)","corr=0.503","shikuchoson(n=1740)","corr=-0.151","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","総人口（女） per1000pop(A110102_rate) vs 歯科診療所数 per1000pop(I5103_rate)","todofuken(n=47)","corr=0.144","shikuchoson(n=1740)","corr=-0.016","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 日本人人口（男） per1000pop(A110201_rate)","todofuken(n=47)","corr=-0.101","shikuchoson(n=1740)","corr=0.214","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 日本人人口（女） per1000pop(A110202_rate)","todofuken(n=47)","corr=0.835","shikuchoson(n=1740)","corr=0.564","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15歳未満人口 per1000pop(A1301_rate)","todofuken(n=47)","corr=-0.1","shikuchoson(n=1740)","corr=-0.189","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15歳未満人口（男） per1000pop(A130101_rate)","todofuken(n=47)","corr=-0.106","shikuchoson(n=1740)","corr=-0.181","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15歳未満人口（女） per1000pop(A130102_rate)","todofuken(n=47)","corr=-0.1","shikuchoson(n=1740)","corr=-0.192","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15～64歳人口 per1000pop(A1302_rate)","todofuken(n=47)","corr=-0.797","shikuchoson(n=1740)","corr=-0.516","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15～64歳人口（男） per1000pop(A130201_rate)","todofuken(n=47)","corr=-0.817","shikuchoson(n=1740)","corr=-0.467","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 15～64歳人口（女） per1000pop(A130202_rate)","todofuken(n=47)","corr=-0.668","shikuchoson(n=1740)","corr=-0.425","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 65歳以上人口 per1000pop(A1303_rate)","todofuken(n=47)","corr=0.748","shikuchoson(n=1740)","corr=0.543","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 65歳以上人口（男） per1000pop(A130301_rate)","todofuken(n=47)","corr=0.698","shikuchoson(n=1740)","corr=0.527","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 65歳以上人口（女） per1000pop(A130302_rate)","todofuken(n=47)","corr=0.764","shikuchoson(n=1740)","corr=0.541","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 出生数 per1000pop(A4101_rate)","todofuken(n=47)","corr=-0.221","shikuchoson(n=1740)","corr=-0.245","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 死亡数 per1000pop(A4200_rate)","todofuken(n=47)","corr=0.751","shikuchoson(n=1740)","corr=0.317","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 転入者数（日本人移動者） per1000pop(A5101_rate)","todofuken(n=47)","corr=-0.53","shikuchoson(n=1740)","corr=-0.216","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 転出者数（日本人移動者） per1000pop(A5102_rate)","todofuken(n=47)","corr=-0.287","shikuchoson(n=1740)","corr=-0.141","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 婚姻件数 per1000pop(A9101_rate)","todofuken(n=47)","corr=-0.663","shikuchoson(n=1740)","corr=-0.343","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 離婚件数 per1000pop(A9201_rate)","todofuken(n=47)","corr=-0.002","shikuchoson(n=1740)","corr=-0.115","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 幼稚園数 per1000pop(E1101_rate)","todofuken(n=47)","corr=0.068","shikuchoson(n=1740)","corr=0.027","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 幼稚園在園者数 per1000pop(E1501_rate)","todofuken(n=47)","corr=-0.436","shikuchoson(n=1740)","corr=-0.219","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 小学校数 per1000pop(E2101_rate)","todofuken(n=47)","corr=0.643","shikuchoson(n=1740)","corr=0.215","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 小学校教員数 per1000pop(E2401_rate)","todofuken(n=47)","corr=0.554","shikuchoson(n=1740)","corr=0.174","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 小学校児童数 per1000pop(E2501_rate)","todofuken(n=47)","corr=-0.024","shikuchoson(n=1740)","corr=-0.209","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 中学校数 per1000pop(E3101_rate)","todofuken(n=47)","corr=0.694","shikuchoson(n=1740)","corr=0.181","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 中学校教員数 per1000pop(E3401_rate)","todofuken(n=47)","corr=0.661","shikuchoson(n=1740)","corr=0.167","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 中学校生徒数 per1000pop(E3501_rate)","todofuken(n=47)","corr=0.02","shikuchoson(n=1740)","corr=-0.163","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 高等学校数 per1000pop(E4101_rate)","todofuken(n=47)","corr=0.735","shikuchoson(n=1740)","corr=0.088","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 高等学校生徒数 per1000pop(E4501_rate)","todofuken(n=47)","corr=0.226","shikuchoson(n=1740)","corr=-0.169","reversed","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 一般病院数 per1000pop(I510120_rate)","todofuken(n=47)","corr=0.542","shikuchoson(n=1740)","corr=0.123","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 一般診療所数 per1000pop(I5102_rate)","todofuken(n=47)","corr=0.066","shikuchoson(n=1740)","corr=0.021","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","日本人人口 per1000pop(A1102_rate) vs 歯科診療所数 per1000pop(I5103_rate)","todofuken(n=47)","corr=-0.306","shikuchoson(n=1740)","corr=-0.191","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 日本人人口（女） per1000pop(A110202_rate)","todofuken(n=47)","corr=-0.63","shikuchoson(n=1740)","corr=-0.686","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15歳未満人口 per1000pop(A1301_rate)","todofuken(n=47)","corr=0.003","shikuchoson(n=1740)","corr=-0.026","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15歳未満人口（男） per1000pop(A130101_rate)","todofuken(n=47)","corr=0.011","shikuchoson(n=1740)","corr=0.003","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","no"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15歳未満人口（女） per1000pop(A130102_rate)","todofuken(n=47)","corr=-0.003","shikuchoson(n=1740)","corr=-0.056","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15～64歳人口 per1000pop(A1302_rate)","todofuken(n=47)","corr=0.195","shikuchoson(n=1740)","corr=0.177","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15～64歳人口（男） per1000pop(A130201_rate)","todofuken(n=47)","corr=0.436","shikuchoson(n=1740)","corr=0.55","similar","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","yes","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 15～64歳人口（女） per1000pop(A130202_rate)","todofuken(n=47)","corr=-0.128","shikuchoson(n=1740)","corr=-0.28","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
"","Japan","日本人人口（男） per1000pop(A110201_rate) vs 65歳以上人口 per1000pop(A1303_rate)","todofuken(n=47)","corr=-0.177","shikuchoson(n=1740)","corr=-0.101","magnitude_change","SSDSE-B(2023)/SSDSE-A extraction, part of exhaustive pairwise scan","no","yes"
