"id","country","variable","coarse_level","coarse_stat","fine_level","fine_stat","diff_type","notes","coarse_significant_p05","fine_significant_p05"
"","US","avg_annual_pay vs oty_annual_avg_emplvl_pct_chg","state(n=53)","corr=-0.073","county(n=3275)","corr=0.157","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","avg_annual_pay vs oty_total_annual_wages_pct_chg","state(n=53)","corr=0.11","county(n=3275)","corr=0.142","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","avg_annual_pay vs oty_taxable_annual_wages_pct_chg","state(n=53)","corr=0.159","county(n=3275)","corr=0.118","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","avg_annual_pay vs oty_annual_contributions_pct_chg","state(n=53)","corr=0.002","county(n=3275)","corr=0.015","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","no"
"","US","avg_annual_pay vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=0.215","county(n=3275)","corr=0.058","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","avg_annual_pay vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.207","county(n=3275)","corr=0.058","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","avg_annual_pay vs estabs_per_1000_emp","state(n=53)","corr=-0.106","county(n=3275)","corr=0.045","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_estabs_pct_chg vs oty_annual_avg_emplvl_pct_chg","state(n=53)","corr=0.47","county(n=3275)","corr=0.138","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_annual_avg_estabs_pct_chg vs oty_total_annual_wages_pct_chg","state(n=53)","corr=0.558","county(n=3275)","corr=0.098","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_annual_avg_estabs_pct_chg vs oty_taxable_annual_wages_pct_chg","state(n=53)","corr=0.037","county(n=3275)","corr=0.104","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_estabs_pct_chg vs oty_annual_contributions_pct_chg","state(n=53)","corr=-0.236","county(n=3275)","corr=0.109","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_estabs_pct_chg vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=0.42","county(n=3275)","corr=-0.008","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","no"
"","US","oty_annual_avg_estabs_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.419","county(n=3275)","corr=-0.008","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","no"
"","US","oty_annual_avg_estabs_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.14","county(n=3275)","corr=0.022","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","no"
"","US","oty_annual_avg_emplvl_pct_chg vs oty_total_annual_wages_pct_chg","state(n=53)","corr=0.717","county(n=3275)","corr=0.791","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_annual_avg_emplvl_pct_chg vs oty_taxable_annual_wages_pct_chg","state(n=53)","corr=0.055","county(n=3275)","corr=0.733","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_emplvl_pct_chg vs oty_annual_contributions_pct_chg","state(n=53)","corr=-0.319","county(n=3275)","corr=0.258","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_annual_avg_emplvl_pct_chg vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=0.245","county(n=3275)","corr=0.131","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_emplvl_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.262","county(n=3275)","corr=0.132","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_emplvl_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.038","county(n=3275)","corr=0.014","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","no"
"","US","oty_total_annual_wages_pct_chg vs oty_taxable_annual_wages_pct_chg","state(n=53)","corr=0.113","county(n=3275)","corr=0.689","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_total_annual_wages_pct_chg vs oty_annual_contributions_pct_chg","state(n=53)","corr=-0.233","county(n=3275)","corr=0.292","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_total_annual_wages_pct_chg vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=0.849","county(n=3275)","corr=0.705","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_total_annual_wages_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.859","county(n=3275)","corr=0.705","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_total_annual_wages_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.068","county(n=3275)","corr=0.04","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_taxable_annual_wages_pct_chg vs oty_annual_contributions_pct_chg","state(n=53)","corr=0.215","county(n=3275)","corr=0.451","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_taxable_annual_wages_pct_chg vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=0.127","county(n=3275)","corr=0.282","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_taxable_annual_wages_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.125","county(n=3275)","corr=0.283","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_taxable_annual_wages_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.193","county(n=3275)","corr=0.089","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_contributions_pct_chg vs oty_annual_avg_wkly_wage_pct_chg","state(n=53)","corr=-0.088","county(n=3275)","corr=0.176","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_contributions_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=-0.097","county(n=3275)","corr=0.177","reversed","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_contributions_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.106","county(n=3275)","corr=0.051","magnitude_change","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_annual_avg_wkly_wage_pct_chg vs oty_avg_annual_pay_pct_chg","state(n=53)","corr=0.998","county(n=3275)","corr=1","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","yes","yes"
"","US","oty_annual_avg_wkly_wage_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.061","county(n=3275)","corr=0.047","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
"","US","oty_avg_annual_pay_pct_chg vs estabs_per_1000_emp","state(n=53)","corr=0.058","county(n=3275)","corr=0.047","similar","BLS QCEW 2024 annual, industry_code=10(total all industries), own_code=0(all ownerships). Wage/pay levels and year-over-year pct-change fields used as-is(already rates); estabs_per_1000_emp is a derived ratio. No registration required.","no","yes"
