"id","country","variable","coarse_level","coarse_stat","fine_level","fine_stat","diff_type","notes","coarse_significant_p05","fine_significant_p05"
"","France","young_rate vs vacant_housing_rate","departement_agrege(n=100)","corr=-0.28","commune(n=34893)","corr=-0.149","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","young_rate vs secondary_housing_rate","departement_agrege(n=100)","corr=-0.45","commune(n=34893)","corr=-0.478","similar","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","young_rate vs house_share","departement_agrege(n=100)","corr=-0.262","commune(n=34893)","corr=0.026","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","young_rate vs median_living_standard","departement_agrege(n=100)","corr=-0.226","commune(n=30838)","corr=0.216","reversed","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","young_rate vs poverty_rate","departement_agrege(n=100)","corr=0.261","commune(n=2527)","corr=0.153","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","employed_rate vs salaried_rate","departement_agrege(n=100)","corr=0.921","commune(n=34893)","corr=0.808","similar","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","employed_rate vs vacant_housing_rate","departement_agrege(n=100)","corr=-0.426","commune(n=34893)","corr=-0.193","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","employed_rate vs secondary_housing_rate","departement_agrege(n=100)","corr=-0.099","commune(n=34893)","corr=-0.311","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","no","yes"
"","France","employed_rate vs house_share","departement_agrege(n=100)","corr=-0.509","commune(n=34893)","corr=0.055","reversed","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","employed_rate vs median_living_standard","departement_agrege(n=100)","corr=0.738","commune(n=30838)","corr=0.507","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","employed_rate vs poverty_rate","departement_agrege(n=100)","corr=0.044","commune(n=2527)","corr=-0.615","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","no","yes"
"","France","salaried_rate vs vacant_housing_rate","departement_agrege(n=100)","corr=-0.397","commune(n=34893)","corr=-0.212","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","salaried_rate vs secondary_housing_rate","departement_agrege(n=100)","corr=-0.38","commune(n=34893)","corr=-0.559","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","salaried_rate vs house_share","departement_agrege(n=100)","corr=-0.472","commune(n=34893)","corr=-0.036","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","salaried_rate vs median_living_standard","departement_agrege(n=100)","corr=0.683","commune(n=30838)","corr=0.489","similar","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","salaried_rate vs poverty_rate","departement_agrege(n=100)","corr=0.155","commune(n=2527)","corr=-0.491","reversed","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","no","yes"
"","France","vacant_housing_rate vs secondary_housing_rate","departement_agrege(n=100)","corr=-0.235","commune(n=34893)","corr=-0.091","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","vacant_housing_rate vs house_share","departement_agrege(n=100)","corr=0.443","commune(n=34893)","corr=0.054","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","vacant_housing_rate vs median_living_standard","departement_agrege(n=100)","corr=-0.454","commune(n=30838)","corr=-0.312","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","vacant_housing_rate vs poverty_rate","departement_agrege(n=100)","corr=-0.353","commune(n=2527)","corr=0.409","reversed","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","secondary_housing_rate vs house_share","departement_agrege(n=100)","corr=0.038","commune(n=34893)","corr=-0.056","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","no","yes"
"","France","secondary_housing_rate vs median_living_standard","departement_agrege(n=100)","corr=0.011","commune(n=30838)","corr=-0.24","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","no","yes"
"","France","secondary_housing_rate vs poverty_rate","departement_agrege(n=100)","corr=-0.241","commune(n=2527)","corr=-0.093","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","house_share vs median_living_standard","departement_agrege(n=100)","corr=-0.295","commune(n=30838)","corr=-0.083","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","house_share vs poverty_rate","departement_agrege(n=100)","corr=-0.531","commune(n=2527)","corr=-0.229","magnitude_change","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
"","France","median_living_standard vs poverty_rate","departement_agrege(n=100)","corr=0.255","commune(n=2527)","corr=-0.756","reversed","Insee Base du dossier complet (commune level, 2022-2023). Department level = self-aggregated (population-weighted) from communes, NOT INSEE official department publication. Raw counts converted to per-1000-population rates.","yes","yes"
