state_fips,county_fips,postal,name,poverty_percent_all_ages,median_household_income
01,001,AL,Autauga County,11.7,68857.0
01,003,AL,Baldwin County,10.0,74248.0
01,005,AL,Barbour County,25.5,45298.0
01,007,AL,Bibb County,19.4,56025.0
01,009,AL,Blount County,12.8,64962.0
01,011,AL,Bullock County,33.6,36204.0
01,013,AL,Butler County,23.6,44729.0
01,015,AL,Calhoun County,20.1,51841.0
01,017,AL,Chambers County,17.1,50390.0
01,019,AL,Cherokee County,15.6,56400.0
01,021,AL,Chilton County,15.3,59165.0
01,023,AL,Choctaw County,24.8,47432.0
01,025,AL,Clarke County,19.0,50868.0
01,027,AL,Clay County,16.9,52077.0
01,029,AL,Cleburne County,15.8,59526.0
01,031,AL,Coffee County,16.5,64737.0
01,033,AL,Colbert County,15.4,57770.0
01,035,AL,Conecuh County,26.5,46702.0
01,037,AL,Coosa County,18.2,59736.0
01,039,AL,Covington County,16.7,50119.0
01,041,AL,Crenshaw County,19.5,49128.0
01,043,AL,Cullman County,15.5,61231.0
01,045,AL,Dale County,16.6,54697.0
01,047,AL,Dallas County,31.4,39013.0
01,049,AL,DeKalb County,21.6,50614.0
01,051,AL,Elmore County,12.5,73125.0
01,053,AL,Escambia County,21.3,50333.0
01,055,AL,Etowah County,19.6,52504.0
01,057,AL,Fayette County,16.2,49235.0
01,059,AL,Franklin County,22.5,49682.0
01,061,AL,Geneva County,19.2,50006.0
01,063,AL,Greene County,31.0,34619.0
01,065,AL,Hale County,23.0,42380.0
01,067,AL,Henry County,16.4,55598.0
01,069,AL,Houston County,16.5,59412.0
01,071,AL,Jackson County,16.0,51479.0
01,073,AL,Jefferson County,16.0,64726.0
01,075,AL,Lamar County,16.4,50929.0
01,077,AL,Lauderdale County,13.6,63895.0
01,079,AL,Lawrence County,14.2,61064.0
01,081,AL,Lee County,17.9,62301.0
01,083,AL,Limestone County,8.6,81811.0
01,085,AL,Lowndes County,29.4,42011.0
01,087,AL,Macon County,28.8,40710.0
01,089,AL,Madison County,10.5,86172.0
01,091,AL,Marengo County,23.5,47228.0
01,093,AL,Marion County,19.0,48829.0
01,095,AL,Marshall County,16.5,59882.0
01,097,AL,Mobile County,16.3,55538.0
01,099,AL,Monroe County,19.1,49314.0
01,101,AL,Montgomery County,18.3,60063.0
01,103,AL,Morgan County,12.0,70387.0
01,105,AL,Perry County,33.8,34176.0
01,107,AL,Pickens County,21.5,47372.0
01,109,AL,Pike County,23.8,50675.0
01,111,AL,Randolph County,15.9,57148.0
01,113,AL,Russell County,18.9,52312.0
01,115,AL,St. Clair County,10.8,78349.0
01,117,AL,Shelby County,8.4,90280.0
01,119,AL,Sumter County,33.5,37021.0
01,121,AL,Talladega County,17.0,59491.0
01,123,AL,Tallapoosa County,15.1,60583.0
01,125,AL,Tuscaloosa County,19.2,61117.0
01,127,AL,Walker County,17.5,57950.0
01,129,AL,Washington County,18.7,57311.0
01,131,AL,Wilcox County,32.7,34426.0
01,133,AL,Winston County,16.6,52280.0
02,013,AK,Aleutians East Borough,18.0,83000.0
02,016,AK,Aleutians West Census Area,10.0,104159.0
02,020,AK,Anchorage Borough,8.9,93881.0
02,050,AK,Bethel Census Area,29.3,62140.0
02,060,AK,Bristol Bay Borough,11.7,99790.0
02,063,AK,Chugach Census Area,8.7,95180.0
02,066,AK,Copper River Census Area,14.2,69092.0
02,068,AK,Denali Borough,7.8,86118.0
02,070,AK,Dillingham Census Area,23.4,62598.0
02,090,AK,Fairbanks North Star Borough,7.6,86780.0
02,100,AK,Haines Borough,10.0,78649.0
02,105,AK,Hoonah-Angoon Census Area,17.2,64720.0
02,110,AK,Juneau Borough,9.1,99748.0
02,122,AK,Kenai Peninsula Borough,11.5,74185.0
02,130,AK,Ketchikan Gateway Borough,9.3,87760.0
02,150,AK,Kodiak Island Borough,8.5,86250.0
02,158,AK,Kusilvak Census Area,30.8,42029.0
02,164,AK,Lake and Peninsula Borough,20.4,62547.0
02,170,AK,Matanuska-Susitna Borough,9.7,94376.0
02,180,AK,Nome Census Area,20.7,75296.0
02,185,AK,North Slope Borough,12.0,103556.0
02,188,AK,Northwest Arctic Borough,19.1,78619.0
02,195,AK,Petersburg Borough,8.4,68449.0
02,198,AK,Prince of Wales-Hyder Census Area,15.7,57304.0
02,220,AK,Sitka Borough,9.3,89264.0
02,230,AK,Skagway Municipality,5.9,79412.0
02,240,AK,Southeast Fairbanks Census Area,12.2,79014.0
02,275,AK,Wrangell City and Borough,11.7,65011.0
02,282,AK,Yakutat Borough,15.3,77108.0
02,290,AK,Yukon-Koyukuk Census Area,21.9,49498.0
04,001,AZ,Apache County,29.6,43121.0
04,003,AZ,Cochise County,16.3,53011.0
04,005,AZ,Coconino County,17.8,71528.0
04,007,AZ,Gila County,17.7,55804.0
04,009,AZ,Graham County,17.3,66469.0
04,011,AZ,Greenlee County,9.7,71273.0
04,012,AZ,La Paz County,18.7,48801.0
04,013,AZ,Maricopa County,11.1,86973.0
04,015,AZ,Mohave County,16.8,56302.0
04,017,AZ,Navajo County,24.7,51011.0
04,019,AZ,Pima County,14.0,69553.0
04,021,AZ,Pinal County,11.8,77290.0
04,023,AZ,Santa Cruz County,20.1,52400.0
04,025,AZ,Yavapai County,12.8,67317.0
04,027,AZ,Yuma County,15.9,61225.0
05,001,AR,Arkansas County,16.8,50198.0
05,003,AR,Ashley County,18.4,49560.0
05,005,AR,Baxter County,16.0,48804.0
05,007,AR,Benton County,7.8,92632.0
05,009,AR,Boone County,14.9,56154.0
05,011,AR,Bradley County,23.2,44525.0
05,013,AR,Calhoun County,14.3,57689.0
05,015,AR,Carroll County,14.8,53986.0
05,017,AR,Chicot County,29.7,40381.0
05,019,AR,Clark County,18.9,53561.0
05,021,AR,Clay County,17.5,47663.0
05,023,AR,Cleburne County,13.5,56692.0
05,025,AR,Cleveland County,15.7,54458.0
05,027,AR,Columbia County,23.3,44175.0
05,029,AR,Conway County,17.1,53863.0
05,031,AR,Craighead County,16.1,60204.0
05,033,AR,Crawford County,13.3,63905.0
05,035,AR,Crittenden County,20.6,52153.0
05,037,AR,Cross County,19.1,47669.0
05,039,AR,Dallas County,19.6,46701.0
05,041,AR,Desha County,25.0,43469.0
05,043,AR,Drew County,20.6,48746.0
05,045,AR,Faulkner County,12.9,68543.0
05,047,AR,Franklin County,19.0,54077.0
05,049,AR,Fulton County,17.5,46346.0
05,051,AR,Garland County,18.9,53849.0
05,053,AR,Grant County,11.1,64306.0
05,055,AR,Greene County,16.2,55444.0
05,057,AR,Hempstead County,16.6,50576.0
05,059,AR,Hot Spring County,16.9,53767.0
05,061,AR,Howard County,17.8,47308.0
05,063,AR,Independence County,13.5,59695.0
05,065,AR,Izard County,20.3,47320.0
05,067,AR,Jackson County,24.6,45762.0
05,069,AR,Jefferson County,24.3,49581.0
05,071,AR,Johnson County,17.1,50387.0
05,073,AR,Lafayette County,22.8,43824.0
05,075,AR,Lawrence County,18.3,49015.0
05,077,AR,Lee County,38.7,36735.0
05,079,AR,Lincoln County,26.2,53381.0
05,081,AR,Little River County,17.7,48837.0
05,083,AR,Logan County,16.6,51290.0
05,085,AR,Lonoke County,9.6,74687.0
05,087,AR,Madison County,14.8,52262.0
05,089,AR,Marion County,17.4,49975.0
05,091,AR,Miller County,21.5,50421.0
05,093,AR,Mississippi County,24.9,49484.0
05,095,AR,Monroe County,26.3,40631.0
05,097,AR,Montgomery County,18.8,48991.0
05,099,AR,Nevada County,23.2,45562.0
05,101,AR,Newton County,18.8,46307.0
05,103,AR,Ouachita County,18.8,49690.0
05,105,AR,Perry County,14.1,57996.0
05,107,AR,Phillips County,34.2,37338.0
05,109,AR,Pike County,18.2,53108.0
05,111,AR,Poinsett County,19.1,51635.0
05,113,AR,Polk County,18.8,47766.0
05,115,AR,Pope County,13.5,59016.0
05,117,AR,Prairie County,15.4,54962.0
05,119,AR,Pulaski County,15.7,61344.0
05,121,AR,Randolph County,18.5,51480.0
05,123,AR,St. Francis County,34.3,41708.0
05,125,AR,Saline County,9.3,77844.0
05,127,AR,Scott County,19.5,46026.0
05,129,AR,Searcy County,20.2,40688.0
05,131,AR,Sebastian County,12.8,58112.0
05,133,AR,Sevier County,18.7,52845.0
05,135,AR,Sharp County,19.7,45258.0
05,137,AR,Stone County,17.7,43767.0
05,139,AR,Union County,19.0,49664.0
05,141,AR,Van Buren County,16.5,50332.0
05,143,AR,Washington County,13.5,66158.0
05,145,AR,White County,15.7,56178.0
05,147,AR,Woodruff County,24.4,43259.0
05,149,AR,Yell County,16.5,51997.0
06,001,CA,Alameda County,9.5,119230.0
06,003,CA,Alpine County,15.6,83265.0
06,005,CA,Amador County,11.7,80767.0
06,007,CA,Butte County,19.9,63084.0
06,009,CA,Calaveras County,12.2,77041.0
06,011,CA,Colusa County,12.3,66675.0
06,013,CA,Contra Costa County,8.3,122000.0
06,015,CA,Del Norte County,13.8,70231.0
06,017,CA,El Dorado County,7.0,107063.0
06,019,CA,Fresno County,17.7,71271.0
06,021,CA,Glenn County,13.5,64197.0
06,023,CA,Humboldt County,16.7,61307.0
06,025,CA,Imperial County,17.3,58768.0
06,027,CA,Inyo County,11.8,71656.0
06,029,CA,Kern County,19.0,68436.0
06,031,CA,Kings County,17.5,65768.0
06,033,CA,Lake County,17.6,57945.0
06,035,CA,Lassen County,17.1,77743.0
06,037,CA,Los Angeles County,13.7,86499.0
06,039,CA,Madera County,18.0,66084.0
06,041,CA,Marin County,8.7,139197.0
06,043,CA,Mariposa County,17.3,64352.0
06,045,CA,Mendocino County,13.9,65891.0
06,047,CA,Merced County,18.6,58962.0
06,049,CA,Modoc County,20.1,51996.0
06,051,CA,Mono County,7.8,82973.0
06,053,CA,Monterey County,14.0,86809.0
06,055,CA,Napa County,8.9,100469.0
06,057,CA,Nevada County,10.9,87142.0
06,059,CA,Orange County,9.2,109768.0
06,061,CA,Placer County,6.5,110020.0
06,063,CA,Plumas County,12.7,64121.0
06,065,CA,Riverside County,11.3,90251.0
06,067,CA,Sacramento County,11.9,89984.0
06,069,CA,San Benito County,9.1,105112.0
06,071,CA,San Bernardino County,13.2,84576.0
06,073,CA,San Diego County,10.1,103476.0
06,075,CA,San Francisco County,11.9,125456.0
06,077,CA,San Joaquin County,12.6,86211.0
06,079,CA,San Luis Obispo County,12.8,89809.0
06,081,CA,San Mateo County,7.3,151004.0
06,083,CA,Santa Barbara County,14.9,90155.0
06,085,CA,Santa Clara County,7.6,154573.0
06,087,CA,Santa Cruz County,12.6,102723.0
06,089,CA,Shasta County,13.2,71935.0
06,091,CA,Sierra County,12.6,67675.0
06,093,CA,Siskiyou County,17.1,58975.0
06,095,CA,Solano County,10.3,99117.0
06,097,CA,Sonoma County,9.1,100157.0
06,099,CA,Stanislaus County,12.6,81582.0
06,101,CA,Sutter County,15.3,71968.0
06,103,CA,Tehama County,15.0,58333.0
06,105,CA,Trinity County,20.8,52079.0
06,107,CA,Tulare County,17.5,71368.0
06,109,CA,Tuolumne County,10.5,72329.0
06,111,CA,Ventura County,9.8,106526.0
06,113,CA,Yolo County,15.3,91192.0
06,115,CA,Yuba County,15.4,71493.0
08,001,CO,Adams County,9.7,95278.0
08,003,CO,Alamosa County,21.7,50056.0
08,005,CO,Arapahoe County,10.1,97560.0
08,007,CO,Archuleta County,11.2,74432.0
08,009,CO,Baca County,20.2,47421.0
08,011,CO,Bent County,28.6,44960.0
08,013,CO,Boulder County,11.0,97170.0
08,014,CO,Broomfield County,5.1,113162.0
08,015,CO,Chaffee County,9.4,75298.0
08,017,CO,Cheyenne County,13.3,63177.0
08,019,CO,Clear Creek County,7.7,94093.0
08,021,CO,Conejos County,18.1,53174.0
08,023,CO,Costilla County,22.6,38731.0
08,025,CO,Crowley County,37.5,46979.0
08,027,CO,Custer County,11.8,77137.0
08,029,CO,Delta County,12.9,57075.0
08,031,CO,Denver County,10.5,93572.0
08,033,CO,Dolores County,13.5,57701.0
08,035,CO,Douglas County,3.7,144807.0
08,037,CO,Eagle County,6.6,110598.0
08,039,CO,Elbert County,5.8,123083.0
08,041,CO,El Paso County,7.3,88794.0
08,043,CO,Fremont County,18.4,61015.0
08,045,CO,Garfield County,9.1,94696.0
08,047,CO,Gilpin County,7.2,88589.0
08,049,CO,Grand County,8.2,93257.0
08,051,CO,Gunnison County,10.7,79658.0
08,053,CO,Hinsdale County,5.3,71541.0
08,055,CO,Huerfano County,18.3,47855.0
08,057,CO,Jackson County,13.3,96811.0
08,059,CO,Jefferson County,7.4,102146.0
08,061,CO,Kiowa County,13.6,55523.0
08,063,CO,Kit Carson County,12.3,55304.0
08,065,CO,Lake County,11.4,86215.0
08,067,CO,La Plata County,11.5,83542.0
08,069,CO,Larimer County,10.2,88519.0
08,071,CO,Las Animas County,17.1,52067.0
08,073,CO,Lincoln County,14.8,58034.0
08,075,CO,Logan County,14.0,55415.0
08,077,CO,Mesa County,11.9,66339.0
08,079,CO,Mineral County,9.7,37108.0
08,081,CO,Moffat County,10.8,73875.0
08,083,CO,Montezuma County,14.0,60809.0
08,085,CO,Montrose County,10.7,67113.0
08,087,CO,Morgan County,12.5,68541.0
08,089,CO,Otero County,20.1,52169.0
08,091,CO,Ouray County,7.4,92760.0
08,093,CO,Park County,8.1,103720.0
08,095,CO,Phillips County,12.1,59367.0
08,097,CO,Pitkin County,6.4,109268.0
08,099,CO,Prowers County,20.1,50365.0
08,101,CO,Pueblo County,13.5,63801.0
08,103,CO,Rio Blanco County,10.8,72088.0
08,105,CO,Rio Grande County,17.8,55574.0
08,107,CO,Routt County,5.6,112377.0
08,109,CO,Saguache County,20.6,47829.0
08,111,CO,San Juan County,12.3,102689.0
08,113,CO,San Miguel County,7.9,94927.0
08,115,CO,Sedgwick County,14.7,45999.0
08,117,CO,Summit County,7.3,105135.0
08,119,CO,Teller County,8.3,88089.0
08,121,CO,Washington County,14.2,54255.0
08,123,CO,Weld County,9.1,90675.0
08,125,CO,Yuma County,12.7,61870.0
09,110,CT,Capitol Planning Region,9.8,90965.0
09,120,CT,Greater Bridgeport Planning Region,11.3,92858.0
09,130,CT,Lower Connecticut River Valley Planning Region,7.1,99807.0
09,140,CT,Naugatuck Valley Planning Region,11.4,81392.0
09,150,CT,Northeastern Connecticut Planning Region,7.6,88129.0
09,160,CT,Northwest Hills Planning Region,8.4,91206.0
09,170,CT,South Central Connecticut Planning Region,12.5,80953.0
09,180,CT,Southeastern Connecticut Planning Region,12.4,82733.0
09,190,CT,Western Connecticut Planning Region,8.0,121285.0
10,001,DE,Kent County,11.7,72498.0
10,003,DE,New Castle County,10.9,86798.0
10,005,DE,Sussex County,10.1,78092.0
11,001,DC,District of Columbia,15.2,104643.0
12,001,FL,Alachua County,18.5,61843.0
12,003,FL,Baker County,12.5,69399.0
12,005,FL,Bay County,11.8,70859.0
12,007,FL,Bradford County,15.4,59468.0
12,009,FL,Brevard County,10.3,77961.0
12,011,FL,Broward County,12.7,74367.0
12,013,FL,Calhoun County,22.9,47523.0
12,015,FL,Charlotte County,9.1,71381.0
12,017,FL,Citrus County,15.7,54447.0
12,019,FL,Clay County,7.9,82249.0
12,021,FL,Collier County,10.5,91402.0
12,023,FL,Columbia County,17.0,58949.0
12,027,FL,DeSoto County,18.8,54288.0
12,029,FL,Dixie County,23.7,50966.0
12,031,FL,Duval County,14.5,69455.0
12,033,FL,Escambia County,14.0,70838.0
12,035,FL,Flagler County,8.9,74753.0
12,037,FL,Franklin County,16.6,55816.0
12,039,FL,Gadsden County,21.5,51288.0
12,041,FL,Gilchrist County,13.5,56884.0
12,043,FL,Glades County,16.9,55240.0
12,045,FL,Gulf County,14.9,66806.0
12,047,FL,Hamilton County,21.9,49260.0
12,049,FL,Hardee County,20.5,53913.0
12,051,FL,Hendry County,22.1,54619.0
12,053,FL,Hernando County,12.1,64092.0
12,055,FL,Highlands County,18.6,51495.0
12,057,FL,Hillsborough County,13.2,76528.0
12,059,FL,Holmes County,18.2,51582.0
12,061,FL,Indian River County,11.3,73686.0
12,063,FL,Jackson County,20.6,50923.0
12,065,FL,Jefferson County,23.5,59967.0
12,067,FL,Lafayette County,18.9,58096.0
12,069,FL,Lake County,10.7,70784.0
12,071,FL,Lee County,12.1,71811.0
12,073,FL,Leon County,17.6,66063.0
12,075,FL,Levy County,18.3,53214.0
12,077,FL,Liberty County,20.8,51523.0
12,079,FL,Madison County,19.8,52713.0
12,081,FL,Manatee County,10.4,79213.0
12,083,FL,Marion County,15.0,58584.0
12,085,FL,Martin County,13.1,76430.0
12,086,FL,Miami-Dade County,14.1,72030.0
12,087,FL,Monroe County,10.0,85639.0
12,089,FL,Nassau County,9.5,92766.0
12,091,FL,Okaloosa County,10.1,81990.0
12,093,FL,Okeechobee County,17.0,54297.0
12,095,FL,Orange County,12.4,78487.0
12,097,FL,Osceola County,10.9,76416.0
12,099,FL,Palm Beach County,10.8,84789.0
12,101,FL,Pasco County,10.5,72065.0
12,103,FL,Pinellas County,11.3,70684.0
12,105,FL,Polk County,13.0,66709.0
12,107,FL,Putnam County,21.1,51585.0
12,109,FL,St. Johns County,6.1,106281.0
12,111,FL,St. Lucie County,10.4,66876.0
12,113,FL,Santa Rosa County,8.1,87581.0
12,115,FL,Sarasota County,9.5,78218.0
12,117,FL,Seminole County,9.2,80698.0
12,119,FL,Sumter County,9.7,79334.0
12,121,FL,Suwannee County,17.3,56009.0
12,123,FL,Taylor County,19.7,50556.0
12,125,FL,Union County,19.4,60843.0
12,127,FL,Volusia County,11.9,66111.0
12,129,FL,Wakulla County,10.4,72916.0
12,131,FL,Walton County,10.9,82259.0
12,133,FL,Washington County,16.8,54678.0
13,001,GA,Appling County,21.1,51054.0
13,003,GA,Atkinson County,22.4,44890.0
13,005,GA,Bacon County,22.9,48915.0
13,007,GA,Baker County,26.2,47850.0
13,009,GA,Baldwin County,21.4,51206.0
13,011,GA,Banks County,12.2,70067.0
13,013,GA,Barrow County,11.2,72075.0
13,015,GA,Bartow County,9.7,78771.0
13,017,GA,Ben Hill County,24.4,40325.0
13,019,GA,Berrien County,18.8,50581.0
13,021,GA,Bibb County,22.1,51569.0
13,023,GA,Bleckley County,18.2,58877.0
13,025,GA,Brantley County,17.8,57325.0
13,027,GA,Brooks County,22.8,46796.0
13,029,GA,Bryan County,8.2,97746.0
13,031,GA,Bulloch County,23.7,54787.0
13,033,GA,Burke County,21.2,51388.0
13,035,GA,Butts County,15.5,59622.0
13,037,GA,Calhoun County,35.5,41260.0
13,039,GA,Camden County,11.6,72185.0
13,043,GA,Candler County,21.5,49332.0
13,045,GA,Carroll County,14.3,71083.0
13,047,GA,Catoosa County,10.7,70315.0
13,049,GA,Charlton County,26.2,52191.0
13,051,GA,Chatham County,15.2,70556.0
13,053,GA,Chattahoochee County,16.3,57550.0
13,055,GA,Chattooga County,20.7,51225.0
13,057,GA,Cherokee County,6.6,104220.0
13,059,GA,Clarke County,24.1,54550.0
13,061,GA,Clay County,26.4,37858.0
13,063,GA,Clayton County,17.3,57974.0
13,065,GA,Clinch County,23.3,45718.0
13,067,GA,Cobb County,8.8,99134.0
13,069,GA,Coffee County,22.5,49804.0
13,071,GA,Colquitt County,23.4,47821.0
13,073,GA,Columbia County,6.8,97031.0
13,075,GA,Cook County,19.9,50258.0
13,077,GA,Coweta County,9.9,93326.0
13,079,GA,Crawford County,15.8,61519.0
13,081,GA,Crisp County,26.0,43174.0
13,083,GA,Dade County,14.1,58644.0
13,085,GA,Dawson County,8.0,89330.0
13,087,GA,Decatur County,22.3,50452.0
13,089,GA,DeKalb County,13.3,77722.0
13,091,GA,Dodge County,23.5,46462.0
13,093,GA,Dooly County,22.5,50396.0
13,095,GA,Dougherty County,26.4,45863.0
13,097,GA,Douglas County,11.9,79672.0
13,099,GA,Early County,25.5,43444.0
13,101,GA,Echols County,21.6,50311.0
13,103,GA,Effingham County,8.5,83900.0
13,105,GA,Elbert County,18.0,50367.0
13,107,GA,Emanuel County,26.1,46017.0
13,109,GA,Evans County,23.7,50831.0
13,111,GA,Fannin County,13.9,60037.0
13,113,GA,Fayette County,5.8,108579.0
13,115,GA,Floyd County,17.0,61058.0
13,117,GA,Forsyth County,5.1,136347.0
13,119,GA,Franklin County,16.9,53221.0
13,121,GA,Fulton County,13.0,94510.0
13,123,GA,Gilmer County,13.6,62317.0
13,125,GA,Glascock County,15.7,54862.0
13,127,GA,Glynn County,15.7,70067.0
13,129,GA,Gordon County,12.9,64795.0
13,131,GA,Grady County,19.7,52456.0
13,133,GA,Greene County,14.1,79890.0
13,135,GA,Gwinnett County,11.4,84076.0
13,137,GA,Habersham County,13.5,71753.0
13,139,GA,Hall County,11.0,78309.0
13,141,GA,Hancock County,30.3,40099.0
13,143,GA,Haralson County,16.3,59384.0
13,145,GA,Harris County,8.6,91977.0
13,147,GA,Hart County,14.9,53100.0
13,149,GA,Heard County,16.5,57670.0
13,151,GA,Henry County,10.3,80908.0
13,153,GA,Houston County,12.8,75266.0
13,155,GA,Irwin County,19.4,52918.0
13,157,GA,Jackson County,8.3,84439.0
13,159,GA,Jasper County,14.8,67681.0
13,161,GA,Jeff Davis County,19.7,47635.0
13,163,GA,Jefferson County,22.5,45829.0
13,165,GA,Jenkins County,28.9,42539.0
13,167,GA,Johnson County,26.2,51602.0
13,169,GA,Jones County,12.7,65524.0
13,171,GA,Lamar County,14.2,63622.0
13,173,GA,Lanier County,17.5,54586.0
13,175,GA,Laurens County,19.2,56867.0
13,177,GA,Lee County,9.0,80806.0
13,179,GA,Liberty County,16.2,57699.0
13,181,GA,Lincoln County,15.1,58502.0
13,183,GA,Long County,15.1,63146.0
13,185,GA,Lowndes County,19.5,54984.0
13,187,GA,Lumpkin County,15.1,72676.0
13,189,GA,McDuffie County,19.1,53389.0
13,191,GA,McIntosh County,18.7,56573.0
13,193,GA,Macon County,31.6,41895.0
13,195,GA,Madison County,13.0,65296.0
13,197,GA,Marion County,24.2,51270.0
13,199,GA,Meriwether County,15.9,54428.0
13,201,GA,Miller County,21.1,50799.0
13,205,GA,Mitchell County,23.8,48774.0
13,207,GA,Monroe County,11.7,80692.0
13,209,GA,Montgomery County,20.7,53248.0
13,211,GA,Morgan County,11.2,69090.0
13,213,GA,Murray County,14.4,63836.0
13,215,GA,Muscogee County,20.7,52492.0
13,217,GA,Newton County,11.8,76151.0
13,219,GA,Oconee County,7.5,114230.0
13,221,GA,Oglethorpe County,13.1,67249.0
13,223,GA,Paulding County,7.7,93773.0
13,225,GA,Peach County,17.3,68464.0
13,227,GA,Pickens County,10.1,78032.0
13,229,GA,Pierce County,16.2,56330.0
13,231,GA,Pike County,11.2,80652.0
13,233,GA,Polk County,17.3,56271.0
13,235,GA,Pulaski County,23.0,46123.0
13,237,GA,Putnam County,15.6,59068.0
13,239,GA,Quitman County,23.7,42480.0
13,241,GA,Rabun County,13.0,60085.0
13,243,GA,Randolph County,26.7,39926.0
13,245,GA,Richmond County,22.2,52073.0
13,247,GA,Rockdale County,13.0,76081.0
13,249,GA,Schley County,15.3,60750.0
13,251,GA,Screven County,22.5,49034.0
13,253,GA,Seminole County,22.3,49423.0
13,255,GA,Spalding County,16.3,56834.0
13,257,GA,Stephens County,15.6,50685.0
13,259,GA,Stewart County,32.5,41227.0
13,261,GA,Sumter County,26.3,43835.0
13,263,GA,Talbot County,27.3,41656.0
13,265,GA,Taliaferro County,24.5,46469.0
13,267,GA,Tattnall County,25.7,48998.0
13,269,GA,Taylor County,26.6,44708.0
13,271,GA,Telfair County,30.1,42203.0
13,273,GA,Terrell County,28.1,45616.0
13,275,GA,Thomas County,18.4,54989.0
13,277,GA,Tift County,19.2,53295.0
13,279,GA,Toombs County,22.8,48866.0
13,281,GA,Towns County,11.6,60563.0
13,283,GA,Treutlen County,24.0,45699.0
13,285,GA,Troup County,18.1,60839.0
13,287,GA,Turner County,23.9,42769.0
13,289,GA,Twiggs County,21.3,50700.0
13,291,GA,Union County,10.7,65505.0
13,293,GA,Upson County,17.5,54439.0
13,295,GA,Walker County,15.1,58363.0
13,297,GA,Walton County,10.1,79829.0
13,299,GA,Ware County,19.9,40901.0
13,301,GA,Warren County,24.2,48308.0
13,303,GA,Washington County,21.6,48809.0
13,305,GA,Wayne County,19.7,55797.0
13,307,GA,Webster County,20.7,45036.0
13,309,GA,Wheeler County,36.3,41163.0
13,311,GA,White County,10.8,66962.0
13,313,GA,Whitfield County,15.5,63111.0
13,315,GA,Wilcox County,28.4,45726.0
13,317,GA,Wilkes County,17.8,48635.0
13,319,GA,Wilkinson County,20.6,51498.0
13,321,GA,Worth County,21.4,50830.0
15,001,HI,Hawaii County,16.5,73092.0
15,003,HI,Honolulu County,9.1,102382.0
15,007,HI,Kauai County,9.4,90084.0
15,009,HI,Maui County,9.4,83764.0
16,001,ID,Ada County,8.0,90513.0
16,003,ID,Adams County,12.2,59829.0
16,005,ID,Bannock County,11.9,67371.0
16,007,ID,Bear Lake County,10.1,67519.0
16,009,ID,Benewah County,13.0,60872.0
16,011,ID,Bingham County,11.1,73409.0
16,013,ID,Blaine County,6.9,94471.0
16,015,ID,Boise County,10.1,74433.0
16,017,ID,Bonner County,10.5,68030.0
16,019,ID,Bonneville County,10.2,74948.0
16,021,ID,Boundary County,11.5,65044.0
16,023,ID,Butte County,14.6,57678.0
16,025,ID,Camas County,8.2,72175.0
16,027,ID,Canyon County,10.1,72059.0
16,029,ID,Caribou County,9.7,70183.0
16,031,ID,Cassia County,11.5,68267.0
16,033,ID,Clark County,15.3,55625.0
16,035,ID,Clearwater County,14.5,58757.0
16,037,ID,Custer County,14.6,58294.0
16,039,ID,Elmore County,11.8,64247.0
16,041,ID,Franklin County,7.1,80768.0
16,043,ID,Fremont County,11.2,72061.0
16,045,ID,Gem County,10.9,62479.0
16,047,ID,Gooding County,12.8,65662.0
16,049,ID,Idaho County,13.7,57210.0
16,051,ID,Jefferson County,7.8,81566.0
16,053,ID,Jerome County,12.3,62543.0
16,055,ID,Kootenai County,9.3,75235.0
16,057,ID,Latah County,14.3,63916.0
16,059,ID,Lemhi County,13.0,57562.0
16,061,ID,Lewis County,13.5,53212.0
16,063,ID,Lincoln County,12.1,65511.0
16,065,ID,Madison County,20.6,58236.0
16,067,ID,Minidoka County,11.2,68029.0
16,069,ID,Nez Perce County,11.0,70340.0
16,071,ID,Oneida County,10.0,67137.0
16,073,ID,Owyhee County,11.8,60701.0
16,075,ID,Payette County,11.2,67532.0
16,077,ID,Power County,12.4,68403.0
16,079,ID,Shoshone County,15.7,59937.0
16,081,ID,Teton County,6.6,94895.0
16,083,ID,Twin Falls County,10.5,66664.0
16,085,ID,Valley County,7.8,84024.0
16,087,ID,Washington County,13.5,57369.0
17,001,IL,Adams County,12.2,63424.0
17,003,IL,Alexander County,25.8,45550.0
17,005,IL,Bond County,13.6,66162.0
17,007,IL,Boone County,10.8,83129.0
17,009,IL,Brown County,13.7,76076.0
17,011,IL,Bureau County,11.4,66854.0
17,013,IL,Calhoun County,9.9,72574.0
17,015,IL,Carroll County,12.9,61982.0
17,017,IL,Cass County,11.6,64413.0
17,019,IL,Champaign County,16.2,62169.0
17,021,IL,Christian County,12.1,72650.0
17,023,IL,Clark County,12.0,66923.0
17,025,IL,Clay County,14.9,54837.0
17,027,IL,Clinton County,7.5,88977.0
17,029,IL,Coles County,17.3,57728.0
17,031,IL,Cook County,13.2,80547.0
17,033,IL,Crawford County,14.2,64168.0
17,035,IL,Cumberland County,11.2,71741.0
17,037,IL,DeKalb County,12.5,69439.0
17,039,IL,De Witt County,10.8,74553.0
17,041,IL,Douglas County,9.0,82895.0
17,043,IL,DuPage County,6.6,107032.0
17,045,IL,Edgar County,13.6,59330.0
17,047,IL,Edwards County,13.9,59867.0
17,049,IL,Effingham County,9.8,72158.0
17,051,IL,Fayette County,17.0,61952.0
