"area","annual_avg_wkly_wage","avg_annual_pay","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_pct_chg","estabs_per_1000_emp"
"04011","1696","88182","2.8","3.3","9.4","-1.9","78.1","6.0","6.0","18.86145404663923"
"04012","992","51608","2.3","1.7","5.8","3.4","-13.7","4.0","4.1","63.21748702626199"
"04013","1420","73840","1.8","2.1","7.2","-0.6","2.8","5.0","5.0","62.566949262160485"
"04015","985","51199","3.2","2.2","5.3","-0.4","10.1","3.0","3.0","89.65969746945434"
"04017","970","50447","2.3","2.7","6.5","-2.3","7.7","3.7","3.7","68.84501135767954"
"04019","1191","61936","1.8","-0.1","4.0","-3.8","5.5","4.1","4.1","61.111226159166684"
"04021","1118","58158","11.0","5.5","9.6","0.8","-14.1","3.8","3.9","65.45496672544957"
"04023","1147","59656","-0.4","-1.1","3.6","-2.5","-11.4","4.7","4.8","90.6764168190128"
"04025","1051","54666","2.2","1.4","7.4","-1.7","1.3","5.8","5.9","104.05367626502655"
"04027","1036","53873","0.7","0.9","4.7","-3.0","-21.9","3.8","3.8","55.40581844452472"
"04999","1969","102376","3.4","1.0","4.5","-3.7","-10.7","3.5","3.5","312.96745502324643"
"05001","1010","52542","-33.6","-7.8","-3.6","-7.2","-0.3","4.4","4.5","65.797771704856"
"05003","964","50111","-2.1","1.2","4.0","5.3","-36.3","2.8","2.8","86.99426983851363"
"05005","866","45036","2.6","0.6","3.9","3.3","-14.5","3.2","3.3","81.81312225589018"
"05007","1576","81978","4.5","3.7","13.3","2.0","-9.3","9.2","9.2","58.41819791897277"
"05009","930","48350","1.3","-1.7","2.5","-2.5","-7.4","4.3","4.2","69.01605024424285"
"05011","834","43350","1.5","-0.6","1.9","-2.3","1.5","2.6","2.5","92.22222222222223"
"05013","1416","73626","0.9","7.0","13.1","9.6","12.7","5.7","5.7","32.74173806609547"
"05015","775","40303","-1.0","-0.9","3.8","-2.4","-21.7","4.7","4.8","74.62825278810409"
"05017","835","43395","-6.9","-2.5","-0.4","-5.6","-12.1","2.2","2.1","131.43071723619977"
"05019","875","45514","-1.5","3.0","9.0","2.6","-3.9","5.8","5.8","76.00371315850545"
"05021","810","42107","-1.4","1.3","1.9","-1.4","-23.9","0.6","0.6","112.82051282051282"
"05023","805","41874","0.6","1.1","4.1","0.1","-21.3","2.9","3.0","98.55916615573268"
"05025","859","44678","0.0","-3.4","-3.0","-1.9","-13.0","0.4","0.4","121.5311004784689"
"05027","946","49212","-2.4","1.1","0.2","2.9","-26.2","-0.9","-0.9","76.73328398717"
"05029","954","49612","-1.6","-3.6","2.7","2.3","-22.9","6.6","6.6","76.73381516223282"
"05031","994","51690","-0.1","1.9","4.3","0.1","-7.3","2.3","2.3","54.601929050188"
"05033","938","48778","0.9","0.9","4.5","2.6","-9.7","3.5","3.5","66.40746500777605"
"05035","919","47790","0.1","2.1","5.7","1.0","2.2","3.5","3.5","67.66685188615176"
"05037","795","41359","-1.9","1.6","5.5","-1.3","-14.9","3.8","3.9","95.14807813484562"
"05039","862","44813","-4.0","0.3","6.5","2.9","-2.4","6.3","6.2","82.85163776493256"
"05041","911","47354","-4.2","-6.0","-4.3","-10.1","-28.2","1.8","1.8","104.7918683446273"
"05043","852","44295","-0.6","-0.7","2.3","-1.0","-19.6","3.0","3.0","82.05775603597917"
"05045","961","49974","0.8","2.6","6.2","2.3","-10.5","3.4","3.5","71.45211258321798"
"05047","855","44454","-2.5","1.7","4.4","0.4","0.8","2.6","2.6","79.24376508447305"
"05049","793","41242","0.5","-4.1","0.6","-9.6","-26.6","4.9","4.8","120.56338028169014"
"05051","889","46226","0.7","0.1","3.4","-1.1","-9.0","3.4","3.4","85.67293777134587"
"05053","996","51783","0.6","7.2","8.7","11.4","59.4","1.4","1.4","76.9397956965877"
"05055","913","47490","1.0","-1.4","1.7","-4.1","-2.9","3.0","3.1","60.588648407074"
"05057","871","45282","-1.4","-1.9","1.0","-5.2","-23.2","3.0","2.9","65.81017304667016"
"05059","927","48229","1.0","-1.7","3.4","-0.4","-9.5","5.1","5.2","77.92696699711382"
"05061","842","43784","-3.4","-3.1","3.4","-3.8","-15.0","6.7","6.7","55.05782700765597"
"05063","935","48642","1.2","1.3","0.0","-1.7","-24.2","-1.3","-1.3","54.3947308653191"
"05065","800","41611","-1.9","3.0","6.5","2.2","-5.7","3.4","3.4","86.80908782638183"
"05067","947","49233","-0.7","1.2","4.0","-2.8","-21.1","2.8","2.8","81.48148148148148"
"05069","992","51569","-4.8","-2.4","-0.4","-0.2","-31.9","2.1","2.0","65.58871319304086"
"05071","805","41859","0.6","-3.9","-0.4","-7.2","-24.5","3.6","3.7","61.35349529003471"
"05073","774","40224","1.9","7.0","15.9","10.4","-3.8","8.4","8.4","151.76908752327748"
"05075","834","43366","0.3","-1.6","2.5","-2.7","-41.2","4.1","4.2","99.67361285463218"
"05077","846","43972","-4.1","-4.9","-1.3","-6.6","-18.6","3.8","3.7","130.6223043746149"
"05079","902","46882","-2.9","-0.3","2.4","0.2","-12.4","2.7","2.7","87.39684921230308"
"05081","1136","59053","1.3","1.4","3.1","1.9","-19.6","1.7","1.6","75.90009730781706"
"05083","787","40914","-2.4","-1.7","1.8","-4.1","-14.9","3.6","3.6","89.2120259382983"
"05085","828","43054","0.9","2.4","6.0","1.5","-20.4","3.5","3.5","90.78668974802846"
"05087","858","44603","-1.7","4.2","6.0","5.8","-8.8","1.8","1.8","77.17391304347827"
"05089","793","41231","4.0","-4.8","0.0","-9.5","-16.5","5.0","5.0","95.70855202222909"
"05091","973","50579","0.6","0.1","3.4","-2.6","-10.0","3.3","3.2","73.81513698073327"
"05093","1396","72605","0.6","11.9","17.4","14.2","-17.3","4.9","4.9","50.59834152639158"
"05095","801","41633","-2.9","-3.6","-2.1","-3.1","-13.8","1.6","1.6","131.74332765474162"
"05097","707","36741","8.8","-2.6","3.3","-0.4","-3.7","6.2","6.1","144.9843260188088"
"05099","937","48710","-1.1","-8.0","0.3","-7.3","-21.3","9.1","9.0","100.1598295151838"
"05101","695","36124","-2.5","1.9","3.7","4.8","-4.1","1.8","1.7","116.53386454183267"
"05103","929","48303","-4.2","-3.1","0.5","-4.3","-16.4","3.7","3.7","80.48745926030891"
"05105","819","42605","4.8","2.2","8.6","0.7","-14.6","6.2","6.3","146.4354527938343"
"05107","800","41596","-4.0","0.9","0.4","-0.3","-12.2","-0.5","-0.5","127.7863606267932"
"05109","801","41635","-1.1","-1.1","-0.4","-0.4","-9.4","0.8","0.7","103.34229734921244"
"05111","962","50036","-3.2","-1.4","2.3","-1.8","-8.9","3.8","3.8","88.10999225406661"
"05113","824","42869","-0.4","-1.6","6.3","-5.4","-22.4","8.0","8.0","83.2619496316601"
"05115","968","50324","-1.6","0.1","4.0","0.2","-1.4","4.0","3.9","65.73311980931808"
"05117","881","45818","-4.3","2.2","11.6","5.6","13.7","9.2","9.2","140.8450704225352"
"05119","1221","63505","0.3","1.9","5.2","0.7","-1.9","3.3","3.3","54.71064208752021"
"05121","772","40131","-0.3","5.3","4.9","-0.4","-14.2","-0.4","-0.4","63.538139009837124"
"05123","934","48570","-1.7","-0.1","3.8","-4.6","-19.2","3.9","3.9","87.01472556894244"
"05125","913","47454","2.5","1.7","5.8","0.5","-11.5","4.1","4.0","89.34220573797316"
"05127","731","38033","0.0","-3.5","1.6","-2.0","-21.7","5.2","5.3","59.80707395498392"
"05129","707","36776","-3.0","-4.9","-1.3","-10.3","-34.1","3.8","3.8","115.84932480454869"
"05131","1061","55173","-0.2","1.2","5.0","-3.4","-15.0","3.8","3.8","55.434862927658315"
"05133","834","43390","-0.3","0.3","4.9","1.4","-20.0","4.5","4.5","64.71183013144591"
"05135","740","38491","1.5","1.2","3.5","-2.2","-22.1","2.4","2.3","102.42792109256449"
"05137","721","37476","1.1","1.1","2.1","1.5","-20.7","1.1","1.0","108.35214446952595"
"05139","1186","61648","-1.2","-1.5","2.2","-3.1","-9.0","3.9","3.8","70.82497416256308"
"05141","844","43889","2.9","-0.5","3.7","-2.4","-19.9","4.3","4.3","92.00841219768665"
"05143","1148","59680","3.2","2.2","8.7","1.1","-12.7","6.4","6.4","58.438921714053684"
"05145","886","46050","-0.8","4.1","7.3","2.1","-13.7","3.1","3.1","68.9365279529214"
"05147","881","45809","2.8","0.1","2.8","-9.5","-33.2","2.7","2.7","93.3871781928319"
"05149","798","41516","-2.4","0.6","4.6","1.1","-22.0","3.9","4.0","62.77684435619368"
"05999","1697","88267","5.1","-0.7","4.9","-2.9","-25.3","5.5","5.6","386.90653795524355"
"06001","1885","98026","5.4","-0.3","3.1","-1.8","2.2","3.5","3.5","92.72380364341223"
"06003","932","48463","4.9","21.1","19.3","24.6","16.2","-1.6","-1.6","87.17948717948718"
"06005","1127","58581","6.8","1.9","5.6","-3.2","1.1","3.8","3.7","107.90906179955171"
"06007","1106","57521","7.2","0.9","5.7","-1.4","3.1","4.7","4.7","114.29258598210104"
"06009","1112","57838","1.4","-0.8","10.2","-4.6","0.7","11.1","11.1","147.5202182597681"
"06011","1160","60337","6.8","0.4","5.4","-0.7","1.3","5.0","5.0","112.89288005131495"
"06013","1658","86234","5.2","1.1","4.1","-1.0","2.0","2.9","2.9","105.54771225052943"
"06015","1035","53835","7.2","1.3","6.9","3.4","4.6","5.5","5.5","101.46493756003842"
"06017","1274","66226","4.7","1.0","4.3","-0.7","1.6","3.2","3.2","111.83750106682598"
"06019","1114","57904","7.3","2.0","5.4","0.1","3.2","3.3","3.3","103.98383425900776"
"06021","1040","54056","6.8","2.8","6.8","-0.2","6.0","3.9","3.9","134.92628368073207"
"06023","1062","55212","23.7","4.2","8.3","3.5","7.0","4.0","4.0","148.19314281306646"
"06025","1051","54639","13.0","2.1","5.2","1.6","1.4","3.0","3.1","145.83271297978143"
"06027","1174","61041","6.7","2.5","7.3","3.3","1.3","4.7","4.7","111.81653278051309"
"06029","1155","60066","9.7","1.3","5.5","-0.7","3.9","4.1","4.2","80.39371347047724"
"06031","1084","56351","11.6","1.6","6.5","-0.8","1.9","4.8","4.8","107.429718875502"
"06033","1036","53849","14.6","5.8","12.3","2.6","5.4","6.3","6.2","208.70905147814176"
"06035","1146","59583","4.3","1.7","5.2","10.8","18.5","3.5","3.5","85.4589056027905"
"06037","1607","83554","5.0","1.2","5.0","0.1","3.3","3.7","3.7","126.47405015477126"
"06039","1078","56070","8.8","4.1","8.6","2.8","10.8","4.4","4.4","99.15930915614338"
"06041","1799","93552","1.4","0.2","3.1","-0.6","2.5","2.9","2.8","116.28535886202607"
"06043","1008","52414","4.7","3.1","8.1","5.2","6.5","4.9","4.9","105.84362139917695"
"06045","1037","53903","6.0","-0.2","3.6","-1.3","3.8","3.9","3.8","140.94252586959232"
"06047","1057","54952","11.1","1.3","4.9","-2.2","1.6","3.5","3.5","101.04529616724739"
"06049","980","50973","4.9","2.3","1.5","2.6","0.8","-0.7","-0.7","153.90173410404626"
"06051","1010","52503","1.7","-2.1","1.1","-5.7","-6.6","3.3","3.2","88.83435582822086"
"06053","1180","61375","5.6","1.7","4.8","-1.1","1.7","3.1","3.1","79.12346936737181"
"06055","1363","70866","5.0","0.8","3.0","-1.6","2.2","2.3","2.2","81.41780352582072"
"06057","1206","62734","6.6","4.0","9.1","3.2","6.5","4.9","4.9","128.4"
"06059","1565","81403","4.6","1.0","5.5","-0.7","2.6","4.5","4.5","89.32531379493835"
"06061","1400","72804","3.4","1.3","4.2","-0.6","5.4","2.9","2.9","84.21328540402905"
"06063","1151","59864","5.9","4.8","9.7","8.3","9.5","4.6","4.6","150.34441449535788"
"06065","1149","59734","8.5","2.5","6.2","0.7","4.9","3.7","3.7","102.85888345650397"
"06067","1541","80125","7.7","2.5","7.1","0.4","5.2","4.5","4.5","100.81203735674481"
"06069","1154","60013","6.7","2.0","7.1","0.2","6.7","4.9","4.9","107.03194321206743"
"06071","1199","62368","7.8","0.8","5.5","-0.7","3.9","4.6","4.7","91.22741480160963"
"06073","1593","82854","4.5","0.7","4.8","-1.0","2.4","4.0","4.0","86.57822993333728"
"06075","3348","174103","5.3","-2.2","1.9","-4.8","7.1","4.2","4.2","94.19540278613883"
"06077","1217","63300","6.3","1.8","7.7","0.0","3.8","5.7","5.8","76.81670997957113"
"06079","1179","61334","3.8","1.3","4.0","-0.7","4.9","2.7","2.7","95.62308335656537"
"06081","3778","196441","3.3","-1.0","11.6","0.1","8.6","12.7","12.7","74.89037562856909"
"06083","1340","69664","4.4","0.2","6.1","0.5","5.4","5.8","5.8","80.88367857324464"
"06085","3789","197043","5.1","-0.3","12.5","-1.1","4.2","12.8","12.8","74.70841792937547"
"06087","1300","67622","2.7","1.1","4.6","0.0","4.4","3.5","3.5","97.3171058422795"
"06089","1141","59352","8.2","2.3","6.3","1.6","3.5","3.8","3.9","124.81095734056214"
"06091","972","50525","-1.5","7.8","16.2","7.5","3.0","7.9","7.9","220.94926350245498"
"06093","1033","53720","1.3","1.5","6.6","-0.7","5.4","5.0","5.0","129.25026399155226"
"06095","1373","71403","7.0","2.4","6.8","3.4","9.1","4.2","4.2","96.06182776948509"
"06097","1373","71422","4.2","-0.2","1.8","-1.6","2.1","2.0","2.0","104.6753912274171"
"06099","1227","63795","6.3","1.1","6.2","0.3","3.6","5.1","5.1","90.03189632690726"
"06101","1061","55174","6.3","-0.2","2.7","-2.4","-0.2","2.9","2.9","128.30292304875817"
"06103","1099","57144","9.1","-0.3","2.6","-2.2","2.1","2.9","2.9","116.26139817629179"
"06105","1080","56151","-3.0","4.1","4.2","5.2","8.1","0.2","0.2","154.21521590130226"
"06107","1020","53038","7.0","1.6","5.9","-0.1","3.7","4.2","4.2","83.07018580748296"
"06109","1129","58725","3.8","4.8","9.1","4.7","7.9","4.2","4.2","103.72646945831733"
"06111","1356","70487","5.0","1.9","6.0","0.9","4.7","4.1","4.0","93.48087262692107"
"06113","1474","76659","5.7","1.1","6.2","-0.5","4.1","5.0","5.0","72.56441406320829"
"06115","1287","66931","9.7","1.7","6.2","-2.2","-0.6","4.4","4.4","101.89449693746735"
"06999","2632","136873","5.0","3.2","11.5","1.1","10.4","8.0","8.1","130.58667931025877"
"08001","1420","73817","-3.1","1.7","5.4","15.1","35.0","3.6","3.6","56.783220149298636"
"08003","947","49261","-1.0","-0.9","-0.4","6.1","23.7","0.4","0.5","76.42296368989206"
"08005","1647","85628","-4.2","-0.2","2.3","11.8","36.9","2.6","2.5","77.7950328827398"
"08007","943","49060","-3.3","4.9","13.0","13.3","35.2","7.8","7.8","142.62261440591013"
"08009","778","40474","-2.4","-1.9","2.6","4.2","8.9","4.6","4.6","105.03842869342442"
"08011","938","48755","0.0","1.6","5.6","6.6","10.0","4.0","4.0","82.34295415959252"
"08013","1854","96397","-4.5","-0.7","4.4","11.9","38.4","5.2","5.1","96.69451320132013"
"08014","2183","113531","-3.6","-3.2","0.3","9.2","37.4","3.6","3.6","84.20801526717557"
"08015","1014","52718","-2.3","0.3","4.8","9.5","38.6","4.4","4.4","134.79250189619677"
"08017","1106","57510","0.0","1.8","4.0","15.1","31.3","2.2","2.2","143.05555555555554"
"08019","1262","65645","-4.0","-1.9","-0.8","9.3","37.5","1.0","1.1","123.38248570568763"
"08021","794","41310","-7.3","0.2","2.7","7.8","34.2","2.5","2.5","123.17961165048544"
"08023","781","40602","3.6","-1.3","3.4","1.3","35.1","4.8","4.7","120.58212058212058"
"08025","1069","55598","-1.3","1.4","3.8","12.1","-0.8","2.4","2.5","65.80086580086581"
"08027","855","44456","-0.5","0.5","1.9","5.1","15.0","1.4","1.4","197.252208047105"
"08029","920","47843","-2.5","2.7","8.7","13.9","33.7","5.9","5.8","115.70523507835945"
"08031","1958","101834","-4.5","-0.6","5.7","12.2","40.0","6.4","6.4","76.12401646900207"
"08033","797","41463","-7.4","-4.4","-2.9","7.8","25.5","1.4","1.5","183.4862385321101"
"08035","1634","84978","-3.1","3.2","8.9","15.3","43.7","5.6","5.5","109.39841720861787"
"08037","1255","65248","-4.1","1.6","5.0","12.9","33.0","3.4","3.3","109.78809852995118"
"08039","1155","60082","-0.8","3.1","7.3","13.7","56.2","4.1","4.1","184.0867253016977"
"08041","1298","67491","-3.4","0.7","5.0","15.8","39.0","4.3","4.3","81.8494069141116"
"08043","1062","55243","-2.1","3.0","5.8","13.7","49.1","2.6","2.7","77.12364484698779"
"08045","1241","64549","-2.5","2.9","5.0","13.7","33.0","2.0","2.0","109.91860548872722"
"08047","1306","67931","-4.2","6.1","10.8","19.0","40.7","4.5","4.5","48.38709677419355"
"08049","1013","52669","-3.7","2.6","6.5","10.9","36.6","3.8","3.8","123.56782062338303"
"08051","1034","53768","-3.2","3.4","6.4","14.5","41.5","2.9","2.9","138.56789104416012"
"08053","780","40561","-8.1","2.0","-13.1","-16.9","32.2","-14.8","-14.8","257.328990228013"
"08055","853","44374","-4.6","4.2","6.1","6.6","41.9","1.7","1.8","113.66120218579235"
"08057","918","47714","-4.1","0.2","5.6","12.2","43.2","5.5","5.4","159.59252971137522"
"08059","1512","78598","-3.9","0.3","3.6","12.5","37.3","3.3","3.2","100.84971904450947"
"08061","853","44375","-1.9","4.3","7.7","13.9","45.2","3.1","3.2","108.38445807770961"
